"","sex","age","occupations"
"142",1,89,17
"143",1,70,11
"144",1,15,-1
"145",0,97,1
"146",1,5,-1
"147",1,94,2
"148",0,16,-1
"149",0,78,1
"150",0,11,-1
"151",1,56,9
"152",0,81,0
"153",1,83,10
"154",1,52,20
"155",1,41,12
"156",1,63,13
"157",1,66,21
"158",0,99,17
"159",0,41,10
"160",1,99,4
"161",1,4,-1
"162",1,98,15
"163",1,83,16
"164",0,67,0
"165",1,78,10
"166",0,59,9
"167",0,16,-1
"168",1,74,6
"169",1,79,4
"170",0,87,11
"171",1,71,16
"172",0,2,-1
"173",0,59,3
"174",0,21,17
"175",1,12,-1
"176",1,96,4
"177",1,6,-1
"178",1,85,5
"179",1,6,-1
"180",1,90,0
"181",1,100,17
"182",1,46,12
"183",0,22,15
"184",1,50,13
"185",1,67,17
"186",1,99,12
"187",0,99,5
"188",0,13,-1
"189",1,69,13
"190",0,51,17
"191",1,5,-1
"192",1,52,16
"193",1,27,1
"194",1,73,9
"195",1,76,6
"196",0,66,5
"197",1,28,7
"198",1,43,21
"199",1,13,-1
"200",1,37,3
"201",0,74,13
"202",0,51,7
"203",1,2,-1
"204",1,92,8
"205",0,3,-1
"206",0,77,15
"207",1,33,20
"208",0,47,18
"209",1,35,11
"210",1,2,-1
"211",0,54,3
"212",1,63,14
"213",0,99,18
"214",0,59,6
"215",0,73,2
"216",0,66,16
"217",1,28,7
"218",1,39,17
"219",0,26,5
"220",0,80,1
"221",1,50,13
"222",1,36,10
"223",1,67,13
"224",0,82,14
"225",0,93,15
"226",0,62,9
"227",1,48,13
"228",1,7,-1
"229",0,15,-1
"230",0,33,14
"231",0,6,-1
"232",0,32,12
"233",1,59,5
"234",1,72,17
"235",0,9,-1
"236",1,98,2
"237",1,28,7
"238",1,4,-1
"239",0,16,-1
"240",0,67,13
"241",1,58,16
"242",0,15,-1
"243",0,67,0
"244",0,90,10
"245",0,5,-1
"246",1,25,4
"247",1,21,10
"248",0,67,12
"249",1,35,20
"250",0,53,6
"251",1,28,20
"252",0,99,18
"253",0,55,7
"254",0,84,1
"255",1,47,7
"256",0,48,20
"257",0,17,-1
"258",1,91,16
"259",0,37,7
"260",1,79,9
"261",1,24,6
"262",0,41,19
"263",1,1,-1
"264",0,23,1
"265",0,87,12
"266",1,87,0
"267",0,32,3
"268",0,43,15
"269",0,8,-1
"270",0,69,7
"271",0,26,18
"272",0,12,-1
"273",1,11,-1
"274",0,46,9
"275",1,92,4
"276",0,80,9
"277",0,33,15
"278",1,33,6
"279",0,25,15
"280",0,91,7
"281",1,39,6
"282",0,89,13
"283",1,62,0
"284",1,36,17
"285",1,63,17
"286",0,30,11
"287",1,92,18
"288",0,51,8
"289",0,60,3
"290",0,5,-1
"291",0,41,18
"292",0,37,2
"293",0,70,14
"294",0,10,-1
"295",1,74,7
"296",1,20,14
"297",0,85,7
"298",1,19,10
"299",0,20,10
"300",1,16,-1
"301",1,79,4
"302",0,9,-1
"303",1,40,20
"304",0,54,4
"305",0,21,0
"306",1,29,9
"307",0,22,4
"308",1,52,4
"309",1,67,21
"310",0,58,17
"311",1,96,4
"312",1,36,5
"313",1,76,3
"314",0,95,1
"315",1,32,4
"316",1,95,21
"317",1,61,9
"318",0,75,17
"319",0,34,5
"320",0,45,11
"321",1,52,8
"322",1,13,-1
"323",0,6,-1
"324",0,5,-1
"325",0,53,11
"326",0,9,-1
"327",0,3,-1
"328",0,66,1
"329",0,94,12
"330",1,81,19
"331",0,34,9
"332",1,18,-1
"333",1,59,7
"334",0,2,-1
"335",0,80,1
"336",0,41,15
"337",1,46,21
"338",0,69,1
"339",0,15,-1
"340",1,25,1
"341",1,10,-1
"342",1,7,-1
"343",1,39,19
"344",0,76,11
"345",0,57,6
"346",1,72,13
"347",1,27,15
"348",0,31,18
"349",0,100,10
"350",0,14,-1
"351",0,13,-1
"352",1,71,0
"353",0,6,-1
"354",0,17,-1
"355",0,98,6
"356",1,98,20
"357",1,24,11
"358",0,7,-1
"359",1,70,4
"360",0,19,19
"361",0,22,11
"362",1,74,15
"363",1,74,16
"364",1,17,-1
"365",0,27,13
"366",0,18,-1
"367",0,46,16
"368",0,25,19
"369",0,73,14
"370",0,51,16
"371",1,71,20
"372",0,66,0
"373",1,43,15
"374",0,14,-1
"375",0,22,20
"376",0,44,2
"377",1,43,21
"378",0,20,18
"379",1,19,12
"380",0,16,-1
"381",1,10,-1
"382",1,36,15
"383",1,78,1
"384",0,10,-1
"385",1,96,7
"386",0,11,-1
"387",0,45,6
"388",1,61,15
"389",0,30,16
"390",0,57,14
"391",1,57,10
"392",1,98,14
"393",0,48,11
"394",0,47,8
"395",0,16,-1
"396",1,57,16
"397",1,7,-1
"398",0,44,5
"399",0,16,-1
"400",0,90,13
"401",0,71,4
"402",1,99,15
"403",0,37,21
"404",1,54,14
"405",1,40,13
"406",1,85,2
"407",1,52,0
"408",1,73,11
"409",1,54,0
"410",0,40,10
"411",1,73,8
"412",1,95,11
"413",1,30,13
"414",1,95,13
"415",0,96,11
"416",0,98,6
"417",0,72,0
"418",1,27,8
"419",0,98,14
"420",1,97,11
"421",0,55,3
"422",1,83,8
"423",1,49,0
"424",0,16,-1
"425",1,18,-1
"426",1,55,5
"427",1,20,12
"428",0,53,7
"429",0,39,2
"430",1,14,-1
"431",1,33,10
"432",0,89,0
"433",1,95,3
"434",0,92,8
"435",1,59,2
"436",0,61,7
"437",1,64,5
"438",0,33,21
"439",1,6,-1
"440",1,8,-1
"441",0,36,3
"442",0,23,8
"443",1,1,-1
"444",0,12,-1
"445",1,9,-1
"446",0,90,6
"447",1,74,13
"448",1,48,4
"449",1,89,12
"450",0,74,8
"451",1,74,19
"452",1,51,21
"453",1,76,0
"454",1,55,17
"455",0,34,13
"456",0,76,20
"457",1,98,17
"458",1,29,13
"459",0,31,9
"460",1,84,10
"461",0,66,9
"462",0,62,19
"463",1,2,-1
"464",1,95,13
"465",1,75,19
"466",0,65,20
"467",0,77,9
"468",0,19,2
"469",1,29,18
"470",0,20,1
"471",0,80,14
"472",1,70,19
"473",0,87,18
"474",0,68,3
"475",0,73,7
"476",1,63,16
"477",0,27,11
"478",1,41,5
"479",1,32,19
"480",0,56,12
"481",0,45,5
"482",0,24,18
"483",1,24,17
"484",0,80,6
"485",1,69,8
"486",0,44,3
"487",0,17,-1
"488",1,63,18
"489",0,1,-1
"490",0,42,10
"491",1,81,12
"492",0,27,13
"493",0,52,19
"494",0,15,-1
"495",1,78,17
"496",1,40,0
"497",1,66,15
"498",1,20,0
"499",0,50,3
"500",1,43,10
"501",0,35,18
"502",1,53,1
"503",1,97,11
"504",0,99,11
"505",0,40,20
"506",0,24,4
"507",1,17,-1
"508",1,7,-1
"509",0,32,9
"510",0,74,4
"511",0,82,2
"512",0,45,5
"513",1,27,1
"514",1,87,10
"515",1,90,17
"516",0,71,19
"517",1,37,14
"518",1,3,-1
"519",1,84,21
"520",1,22,3
"521",0,96,21
"522",1,56,14
"523",1,95,18
"524",1,43,14
"525",0,23,4
"526",1,55,9
"527",1,11,-1
"528",1,59,7
"529",0,63,0
"530",0,54,3
"531",0,62,11
"532",1,65,3
"533",0,25,0
"534",1,30,4
"535",1,14,-1
"536",0,12,-1
"537",0,51,5
"538",0,5,-1
"539",0,55,20
"540",0,12,-1
"541",0,83,17
"542",1,29,3
"543",0,61,17
"544",0,48,15
"545",1,6,-1
"546",1,95,7
"547",0,15,-1
"548",1,44,9
"549",1,69,7
"550",1,51,14
"551",1,15,-1
"552",0,52,10
"553",0,48,17
"554",1,12,-1
"555",1,1,-1
"556",1,92,8
"557",0,45,5
"558",1,38,1
"559",0,63,19
"560",1,56,5
"561",0,10,-1
"562",0,87,18
"563",0,10,-1
"564",1,46,21
"565",1,45,11
"566",0,87,5
"567",1,70,19
"568",0,37,13
"569",0,58,19
"570",1,78,0
"571",1,41,10
"572",0,20,19
"573",0,7,-1
"574",1,52,21
"575",1,61,20
"576",1,86,15
"577",1,2,-1
"578",1,20,16
"579",1,66,6
"580",1,69,15
"581",0,42,10
"582",1,6,-1
"583",0,12,-1
"584",1,59,1
"585",1,83,13
"586",1,56,21
"587",1,87,4
"588",1,82,12
"589",1,100,13
"590",0,25,18
"591",0,67,11
"592",1,25,19
"593",1,22,15
"594",0,67,18
"595",1,20,21
"596",0,70,7
"597",1,96,1
"598",0,97,10
"599",1,2,-1
"600",1,95,1
"601",1,69,2
"602",0,15,-1
"603",1,5,-1
"604",1,62,3
"605",1,53,0
"606",1,29,12
"607",1,69,6
"608",0,96,6
"609",1,13,-1
"610",0,96,16
"611",0,46,14
"612",1,23,16
"613",1,52,14
"614",0,8,-1
"615",0,94,13
"616",1,40,12
"617",0,63,1
"618",0,75,12
"619",1,11,-1
"620",0,75,13
"621",1,27,18
"622",0,12,-1
"623",0,35,13
"624",1,33,16
"625",1,63,8
"626",1,98,6
"627",1,33,5
"628",1,83,13
"629",1,10,-1
"630",0,75,3
"631",1,94,21
"632",0,4,-1
"633",0,45,2
"634",1,19,14
"635",1,39,13
"636",0,17,-1
"637",0,22,12
"638",1,91,6
"639",0,25,8
"640",0,15,-1
"641",1,81,2
"642",0,40,3
"643",0,31,13
"644",0,6,-1
"645",0,13,-1
"646",0,63,3
"647",1,11,-1
"648",1,67,0
"649",1,54,12
"650",0,44,0
"651",1,57,5
"652",0,25,3
"653",1,25,21
"654",0,90,19
"655",0,42,11
"656",1,34,11
"657",1,29,12
"658",0,35,17
"659",1,24,6
"660",0,94,9
"661",1,85,8
"662",1,77,17
"663",0,17,-1
"664",0,36,10
"665",1,27,21
"666",1,4,-1
"667",1,83,16
"668",0,94,4
"669",0,71,10
"670",0,79,13
"671",1,49,1
"672",0,51,17
"673",0,90,9
"674",1,29,19
"675",1,21,6
"676",1,99,16
"677",0,9,-1
"678",1,2,-1
"679",0,55,8
"680",0,79,10
"681",1,48,7
"682",1,85,0
"683",1,62,13
"684",0,39,21
"685",0,100,2
"686",1,50,17
"687",1,2,-1
"688",1,77,5
"689",0,4,-1
"690",0,6,-1
"691",1,69,2
"692",0,2,-1
"693",0,66,20
"694",0,98,6
"695",0,14,-1
"696",1,53,8
"697",1,97,7
"698",0,28,18
"699",1,45,15
"700",1,17,-1
"701",0,44,11
"702",1,44,19
"703",1,57,17
"704",1,96,4
"705",1,71,21
"706",1,1,-1
"707",1,50,16
"708",1,32,18
"709",0,83,1
"710",0,96,7
"711",1,35,11
"712",1,60,2
"713",0,76,3
"714",0,99,14
"715",0,16,-1
"716",1,16,-1
"717",0,92,5
"718",0,54,12
"719",1,27,14
"720",1,59,7
"721",0,2,-1
"722",1,90,18
"723",1,3,-1
"724",0,29,9
"725",1,22,12
"726",0,81,15
"727",1,67,19
"728",1,88,20
"729",0,67,20
"730",1,36,0
"731",0,89,15
"732",1,27,7
"733",1,7,-1
"734",0,21,14
"735",0,25,6
"736",1,63,19
"737",0,94,19
"738",0,22,20
"739",0,44,2
"740",0,48,0
"741",0,80,14
"742",1,71,21
"743",1,46,19
"744",0,97,0
"745",0,5,-1
"746",1,76,3
"747",0,21,18
"748",0,15,-1
"749",1,40,8
"750",1,11,-1
"751",1,75,15
"752",0,62,3
"753",0,15,-1
"754",0,60,3
"755",1,99,3
"756",0,99,0
"757",1,2,-1
"758",0,81,17
"759",0,2,-1
"760",0,73,19
"761",0,52,17
"762",1,70,17
"763",0,28,18
"764",1,92,1
"765",0,10,-1
"766",1,12,-1
"767",1,70,16
"768",0,68,18
"769",1,24,4
"770",1,7,-1
"771",1,5,-1
"772",0,25,8
"773",0,67,12
"774",0,7,-1
"775",0,45,14
"776",1,64,0
"777",0,7,-1
"778",1,39,19
"779",1,61,14
"780",0,87,13
"781",0,48,19
"782",1,13,-1
"783",0,76,15
"784",0,54,18
"785",1,3,-1
"786",1,76,6
"787",0,13,-1
"788",1,18,-1
"789",1,15,-1
"790",0,48,18
"791",1,4,-1
"792",1,28,16
"793",1,82,16
"794",0,54,8
"795",1,80,1
"796",0,16,-1
"797",1,67,7
"798",0,3,-1
"799",1,6,-1
"800",1,100,13
"801",1,77,11
"802",0,72,9
"803",0,69,17
"804",1,13,-1
"805",0,80,0
"806",1,50,21
"807",0,46,8
"808",0,30,9
"809",1,60,12
"810",1,24,15
"811",1,74,14
"812",0,17,-1
"813",0,48,13
"814",1,62,14
"815",1,23,9
"816",1,49,9
"817",0,99,16
"818",1,88,10
"819",1,47,16
"820",1,54,15
"821",0,71,4
"822",1,96,19
"823",0,46,14
"824",1,78,12
"825",0,81,5
"826",1,32,5
"827",0,39,0
"828",1,45,11
"829",0,69,18
"830",0,56,21
"831",1,88,2
"832",1,90,13
"833",0,58,12
"834",1,59,14
"835",0,9,-1
"836",1,47,1
"837",1,27,9
"838",0,1,-1
"839",0,99,8
"840",1,8,-1
"841",0,59,6
"842",0,62,6
"843",0,91,10
"844",0,83,13
"845",0,86,9
"846",1,38,11
"847",0,47,13
"848",1,79,12
"849",0,48,18
"850",1,92,6
"851",0,34,0
"852",1,4,-1
"853",0,25,0
"854",0,60,13
"855",1,9,-1
"856",0,74,2
"857",0,19,2
"858",1,98,2
"859",1,97,8
"860",1,69,9
"861",1,78,12
"862",0,67,14
"863",0,7,-1
"864",1,78,9
"865",0,21,1
"866",0,46,14
"867",0,70,10
"868",1,54,16
"869",0,64,11
"870",1,40,19
"871",1,33,8
"872",1,7,-1
"873",1,77,2
"874",1,36,6
"875",0,11,-1
"876",1,42,7
"877",1,3,-1
"878",1,23,4
"879",0,80,0
"880",0,83,0
"881",0,38,4
"882",1,14,-1
"883",1,35,6
"884",1,14,-1
"885",1,46,6
"886",1,99,11
"887",0,20,2
"888",1,46,2
"889",1,34,2
"890",1,20,21
"891",0,47,13
"892",0,32,1
"893",0,36,14
"894",1,71,15
"895",0,87,16
"896",0,11,-1
"897",1,21,6
"898",1,28,10
"899",0,72,16
"900",0,44,14
"901",1,38,3
"902",1,58,10
"903",0,91,19
"904",0,49,16
"905",0,26,4
"906",1,12,-1
"907",1,65,0
"908",1,43,11
"909",1,4,-1
"910",1,87,21
"911",0,80,5
"912",0,79,9
"913",0,59,14
"914",1,95,10
"915",0,6,-1
"916",0,41,1
"917",1,24,10
"918",0,73,15
"919",1,86,19
"920",0,70,9
"921",1,42,17
"922",1,42,0
"923",0,29,0
"924",1,6,-1
"925",1,16,-1
"926",1,44,10
"927",1,83,16
"928",1,44,20
"929",1,86,16
"930",1,63,12
"931",0,23,20
"932",1,12,-1
"933",0,83,5
"934",0,6,-1
"935",0,79,3
"936",0,21,13
"937",1,52,11
"938",0,38,20
"939",1,90,18
"940",0,11,-1
"941",1,33,4
"942",1,66,21
"943",1,41,5
"944",1,95,9
"945",1,34,21
"946",1,57,10
"947",1,81,5
"948",0,57,12
"949",0,92,10
"950",1,63,7
"951",0,31,4
"952",0,34,7
"953",0,11,-1
"954",1,20,9
"955",0,92,5
"956",1,36,15
"957",0,29,2
"958",1,63,3
"959",0,74,20
"960",1,95,18
"961",1,26,14
"962",0,44,3
"963",0,4,-1
"964",1,96,9
"965",1,10,-1
"966",1,58,11
"967",1,10,-1
"968",1,54,14
"969",1,24,12
"970",0,94,18
"971",0,15,-1
"972",0,79,18
"973",0,3,-1
"974",1,74,14
"975",1,71,21
"976",1,13,-1
"977",1,56,10
"978",1,6,-1
"979",0,70,16
"980",0,66,20
"981",1,40,9
"982",1,13,-1
"983",0,54,15
"984",1,64,7
"985",0,82,3
"986",1,71,18
"987",0,92,20
"988",1,51,15
"989",1,32,8
"990",0,88,14
"991",1,36,4
"992",0,83,4
"993",1,39,9
"994",1,31,0
"995",1,7,-1
"996",1,10,-1
"997",1,61,15
"998",0,95,5
"999",1,83,19
"1000",1,83,10
"1001",1,5,-1
"1002",1,89,1
"1003",0,41,9
"1004",0,47,13
"1005",0,63,9
"1006",0,67,14
"1007",1,19,2
"1008",0,85,6
"1009",1,43,6
"1010",0,91,2
"1011",0,98,6
"1012",1,3,-1
"1013",1,44,17
"1014",0,41,15
"1015",1,25,10
"1016",0,63,13
"1017",0,77,18
"1018",1,56,20
"1019",1,82,10
"1020",1,77,14
"1021",0,98,8
"1022",1,6,-1
"1023",0,71,2
"1024",1,74,20
"1025",1,46,18
"1026",1,34,0
"1027",0,79,6
"1028",1,50,2
"1029",1,49,21
"1030",1,16,-1
"1031",0,40,8
"1032",1,2,-1
"1033",0,22,3
"1034",1,89,15
"1035",1,96,2
"1036",1,76,2
"1037",0,75,1
"1038",1,87,4
"1039",0,37,3
"1040",0,37,16
"1041",1,84,4
"1042",1,50,16
"1043",1,51,5
"1044",0,27,12
"1045",1,27,4
"1046",1,36,10
"1047",1,99,5
"1048",0,38,21
"1049",1,37,7
"1050",0,83,13
"1051",0,3,-1
"1052",0,2,-1
"1053",1,85,4
"1054",1,21,1
"1055",1,81,5
"1056",0,61,12
"1057",0,40,20
"1058",1,28,14
"1059",1,24,0
"1060",0,5,-1
"1061",0,89,17
"1062",1,67,15
"1063",0,85,8
"1064",0,90,10
"1065",1,47,14
"1066",0,26,1
"1067",1,20,13
"1068",0,95,12
"1069",1,4,-1
"1070",1,82,13
"1071",0,3,-1
"1072",0,95,2
"1073",0,70,20
"1074",1,11,-1
"1075",0,7,-1
"1076",0,25,17
"1077",1,56,18
"1078",1,8,-1
"1079",0,76,8
"1080",0,83,20
"1081",0,49,4
"1082",1,77,1
"1083",0,99,1
"1084",1,13,-1
"1085",1,9,-1
"1086",0,87,11
"1087",0,4,-1
"1088",0,59,21
"1089",1,20,7
"1090",0,75,20
"1091",0,72,13
"1092",0,32,17
"1093",0,93,19
"1094",1,64,10
"1095",1,77,13
"1096",0,96,15
"1097",1,6,-1
"1098",0,26,10
"1099",1,31,4
"1100",1,29,6
"1101",1,46,6
"1102",1,54,17
"1103",1,41,15
"1104",0,70,21
"1105",0,72,4
"1106",1,12,-1
"1107",0,47,7
"1108",0,71,1
"1109",0,30,21
"1110",0,54,20
"1111",0,61,0
"1112",0,38,3
"1113",0,99,7
"1114",1,37,10
"1115",1,26,15
"1116",1,83,12
"1117",0,99,18
"1118",0,29,14
"1119",1,43,20
"1120",0,27,12
"1121",0,52,0
"1122",1,14,-1
"1123",0,13,-1
"1124",1,67,14
"1125",1,31,11
"1126",0,7,-1
"1127",1,65,6
"1128",0,18,-1
"1129",0,92,9
"1130",0,51,13
"1131",0,21,18
"1132",0,35,21
"1133",1,11,-1
"1134",0,54,8
"1135",1,24,7
"1136",0,33,12
"1137",0,36,18
"1138",0,80,5
"1139",1,25,19
"1140",1,8,-1
"1141",0,42,15
"1142",0,99,4
"1143",1,33,2
"1144",0,48,3
"1145",0,15,-1
"1146",1,53,8
"1147",1,6,-1
"1148",1,92,4
"1149",0,81,3
"1150",1,57,1
"1151",1,55,14
"1152",1,94,2
"1153",0,34,4
"1154",1,49,5
"1155",1,46,14
"1156",1,79,6
"1157",0,50,4
"1158",0,32,13
"1159",0,20,19
"1160",0,70,20
"1161",0,42,13
"1162",1,37,7
"1163",1,28,7
"1164",0,15,-1
"1165",0,47,19
"1166",1,67,0
"1167",1,8,-1
"1168",1,75,9
"1169",1,22,5
"1170",1,86,12
"1171",0,20,19
"1172",0,16,-1
"1173",1,95,5
"1174",0,54,19
"1175",1,81,16
"1176",0,32,1
"1177",0,72,9
"1178",1,55,11
"1179",0,79,20
"1180",1,20,2
"1181",0,93,18
"1182",0,69,21
"1183",1,66,18
"1184",1,35,21
"1185",1,15,-1
"1186",1,28,3
"1187",0,73,11
"1188",0,100,16
"1189",1,25,9
"1190",0,90,0
"1191",1,2,-1
"1192",0,10,-1
"1193",0,75,6
"1194",1,73,16
"1195",1,80,6
"1196",1,26,11
"1197",0,44,0
"1198",1,82,13
"1199",0,85,0
"1200",1,31,10
"1201",0,99,1
"1202",0,68,21
"1203",0,68,7
"1204",0,37,0
"1205",0,9,-1
"1206",0,60,18
"1207",0,19,5
"1208",1,8,-1
"1209",0,31,15
"1210",1,52,7
"1211",1,67,6
"1212",1,55,10
"1213",0,54,6
"1214",1,26,2
"1215",0,15,-1
"1216",1,86,0
"1217",1,35,8
"1218",0,49,14
"1219",0,67,18
"1220",0,90,8
"1221",0,42,13
"1222",0,11,-1
"1223",0,22,5
"1224",0,93,5
"1225",0,66,14
"1226",0,35,1
"1227",1,4,-1
"1228",0,100,13
"1229",1,50,14
"1230",1,12,-1
"1231",1,98,15
"1232",0,77,14
"1233",1,33,6
"1234",1,78,10
"1235",1,30,13
"1236",1,36,5
"1237",0,7,-1
"1238",1,100,12
"1239",1,96,0
"1240",0,29,16
"1241",0,21,21
"1242",0,30,2
"1243",0,73,5
"1244",1,55,17
"1245",1,19,15
"1246",0,97,17
"1247",1,21,14
"1248",0,88,12
"1249",1,79,13
"1250",0,75,7
"1251",1,89,18
"1252",0,35,5
"1253",1,11,-1
"1254",0,94,6
"1255",1,53,19
"1256",0,32,12
"1257",1,30,6
"1258",0,95,4
"1259",0,49,8
"1260",1,64,15
"1261",0,18,-1
"1262",0,12,-1
"1263",0,42,12
"1264",1,35,21
"1265",0,15,-1
"1266",0,58,1
"1267",1,47,21
"1268",0,76,7
"1269",0,72,21
"1270",1,22,10
"1271",1,70,20
"1272",0,36,2
"1273",0,7,-1
"1274",0,79,15
"1275",1,82,1
"1276",0,96,17
"1277",1,31,15
"1278",1,15,-1
"1279",0,70,18
"1280",1,57,2
"1281",0,90,12
"1282",1,88,0
"1283",0,72,9
"1284",0,92,15
"1285",0,54,17
"1286",1,48,16
"1287",1,94,2
"1288",0,34,20
"1289",1,33,3
"1290",0,77,13
"1291",1,97,5
"1292",0,28,12
"1293",0,84,19
"1294",0,15,-1
"1295",0,37,20
"1296",0,27,5
"1297",0,89,0
"1298",1,13,-1
"1299",1,80,0
"1300",1,38,0
"1301",0,63,19
"1302",1,16,-1
"1303",0,74,21
"1304",1,31,18
"1305",0,4,-1
"1306",0,94,6
"1307",1,78,16
"1308",0,38,19
"1309",0,28,15
"1310",0,99,20
"1311",0,17,-1
"1312",1,80,1
"1313",0,48,13
"1314",0,2,-1
"1315",1,31,17
"1316",1,82,11
"1317",1,52,15
"1318",0,30,0
"1319",0,69,14
"1320",0,24,4
"1321",0,20,3
"1322",1,65,7
"1323",0,93,16
"1324",1,88,4
"1325",1,10,-1
"1326",0,95,3
"1327",0,94,3
"1328",0,45,18
"1329",0,86,7
"1330",1,3,-1
"1331",1,29,2
"1332",0,83,6
"1333",1,21,16
"1334",1,36,2
"1335",1,69,10
"1336",0,41,21
"1337",0,33,14
"1338",0,98,15
"1339",1,36,13
"1340",1,48,14
"1341",0,78,11
"1342",1,49,17
"1343",0,21,6
"1344",1,97,2
"1345",1,60,10
"1346",0,86,11
"1347",1,94,9
"1348",0,50,12
"1349",1,38,4
"1350",1,59,16
"1351",1,94,11
"1352",0,98,2
"1353",1,75,7
"1354",1,33,3
"1355",0,2,-1
"1356",1,47,19
"1357",1,32,13
"1358",0,71,1
"1359",1,100,15
"1360",0,19,6
"1361",0,49,12
"1362",1,54,18
"1363",0,94,7
"1364",0,72,3
"1365",1,3,-1
"1366",1,60,9
"1367",0,34,14
"1368",1,45,15
"1369",0,53,16
"1370",0,71,14
"1371",1,1,-1
"1372",0,16,-1
"1373",0,44,3
"1374",1,6,-1
"1375",0,27,5
"1376",0,49,9
"1377",0,11,-1
"1378",1,53,16
"1379",0,74,19
"1380",0,80,19
"1381",0,5,-1
"1382",1,17,-1
"1383",1,61,8
"1384",1,25,7
"1385",1,48,14
"1386",0,82,13
"1387",0,97,1
"1388",0,94,16
"1389",1,31,17
"1390",1,35,19
"1391",0,2,-1
"1392",0,34,11
"1393",0,48,0
"1394",1,55,21
"1395",1,99,0
"1396",0,21,7
"1397",1,17,-1
"1398",1,31,0
"1399",1,17,-1
"1400",1,29,0
"1401",0,34,0
"1402",0,44,1
"1403",1,46,19
"1404",1,11,-1
"1405",1,88,18
"1406",1,32,16
"1407",1,63,8
"1408",0,79,21
"1409",0,15,-1
"1410",0,70,20
"1411",0,62,2
"1412",1,28,12
"1413",1,41,7
"1414",1,43,9
"1415",1,66,21
"1416",1,50,3
"1417",0,19,11
"1418",0,54,8
"1419",0,44,20
"1420",1,31,14
"1421",0,2,-1
"1422",1,100,0
"1423",0,25,20
"1424",0,22,14
"1425",1,2,-1
"1426",0,62,13
"1427",0,54,7
"1428",0,3,-1
"1429",0,45,4
"1430",1,71,3
"1431",0,71,6
"1432",0,63,5
"1433",0,13,-1
"1434",0,10,-1
"1435",1,53,10
"1436",0,39,7
"1437",1,80,17
"1438",0,96,0
"1439",0,99,17
"1440",1,13,-1
"1441",0,8,-1
"1442",1,17,-1
"1443",1,65,21
"1444",0,72,2
"1445",1,74,19
"1446",1,97,7
"1447",1,60,12
"1448",0,44,18
"1449",1,85,3
"1450",0,33,0
"1451",1,32,11
"1452",0,89,5
"1453",1,79,20
"1454",1,39,14
"1455",1,24,20
"1456",0,31,8
"1457",0,74,9
"1458",0,17,-1
"1459",0,85,3
"1460",1,75,7
"1461",1,78,12
"1462",1,76,18
"1463",1,40,16
"1464",0,97,9
"1465",1,86,1
"1466",0,40,10
"1467",0,59,20
"1468",1,71,6
"1469",0,57,17
