"","sex","age","occupations"
"269",0,78,12
"270",0,99,12
"271",1,39,12
"272",0,78,12
"273",1,86,1
"274",1,103,21
"275",1,42,14
"276",1,93,1
"277",1,14,-1
"278",0,50,2
"279",1,94,16
"280",1,15,-1
"281",0,67,21
"282",1,49,2
"283",1,25,1
"284",1,74,15
"285",1,49,18
"286",0,68,14
"287",0,71,1
"288",0,26,20
"289",1,82,1
"290",0,49,12
"291",0,82,20
"292",1,73,14
"293",1,87,1
"294",0,52,14
"295",1,44,15
"296",1,104,15
"297",0,60,14
"298",1,58,2
"299",1,67,1
"300",1,55,15
"301",1,65,18
"302",1,35,21
"303",1,44,13
"304",1,15,-1
"305",1,80,20
"306",0,131,1
"307",0,65,12
"308",1,57,21
"309",0,32,13
"310",0,63,0
"311",1,74,5
"312",1,32,21
"313",1,86,2
"314",1,69,21
"315",1,14,-1
"316",0,79,2
"317",1,65,20
"318",0,42,1
"319",1,77,12
"320",0,70,12
"321",0,94,14
"322",1,77,2
"323",1,65,14
"324",1,67,2
"325",1,55,14
"326",1,90,12
"327",1,94,15
"328",0,95,0
"329",0,19,14
"330",0,91,14
"331",0,13,-1
"332",0,0,-1
"333",0,65,2
"334",1,44,21
"335",0,11,-1
"336",0,71,0
"337",0,48,12
"338",0,18,-1
"339",0,19,2
"340",0,82,16
"341",0,13,-1
"342",0,78,14
"343",1,41,3
"344",0,73,1
"345",1,68,14
"346",0,44,21
"347",1,65,12
"348",1,85,13
"349",0,60,2
"350",0,63,12
"351",1,54,14
"352",1,108,16
"353",1,114,14
"354",1,36,1
"355",0,57,14
"356",0,64,0
"357",1,61,0
"358",1,39,21
"359",0,68,14
"360",0,41,2
"361",0,58,14
"362",0,80,21
"363",1,50,1
"364",0,59,0
"365",0,59,1
"366",1,22,16
"367",1,97,0
"368",1,73,13
"369",1,50,1
"370",0,72,12
"371",1,65,2
"372",1,61,3
"373",0,75,19
"374",0,29,21
"375",0,46,12
"376",1,47,9
"377",0,34,14
"378",1,68,9
"379",0,12,-1
"380",0,103,1
"381",1,28,1
"382",0,67,19
"383",0,103,0
"384",1,86,1
"385",1,66,12
"386",0,42,14
"387",1,39,21
"388",0,68,19
"389",0,48,2
"390",1,87,4
"391",0,49,1
"392",0,106,20
"393",1,94,18
"394",0,17,-1
"395",0,33,15
"396",0,24,12
"397",0,104,15
"398",0,66,8
"399",0,40,0
"400",0,121,11
"401",1,38,18
"402",0,41,13
"403",0,51,12
"404",1,34,18
"405",1,60,0
"406",0,71,14
"407",0,81,3
"408",1,4,-1
"409",1,48,21
"410",1,72,18
"411",1,68,14
"412",1,130,1
"413",0,111,11
"414",0,77,14
"415",0,80,1
"416",1,53,19
"417",1,67,12
"418",0,77,12
"419",0,39,12
"420",0,107,14
"421",1,37,14
"422",0,68,19
"423",0,87,13
"424",1,60,2
"425",1,43,12
"426",1,58,1
"427",0,87,14
"428",1,67,8
"429",0,58,19
"430",1,107,1
"431",1,67,14
"432",1,38,14
"433",1,74,14
"434",1,57,20
"435",1,35,14
"436",1,66,2
"437",1,69,9
"438",0,77,14
"439",0,72,18
"440",0,59,14
"441",1,55,6
"442",0,78,1
"443",0,81,12
"444",0,40,21
"445",1,57,14
"446",1,48,11
"447",0,76,18
"448",1,90,12
"449",1,52,14
"450",0,76,0
"451",0,78,14
"452",1,46,14
"453",0,59,0
"454",1,48,9
"455",0,47,9
"456",1,74,18
"457",1,65,18
"458",0,7,-1
"459",1,73,2
"460",1,44,14
"461",1,70,20
"462",0,96,1
"463",0,93,21
"464",0,106,0
"465",1,22,14
"466",0,59,14
"467",0,43,3
"468",0,28,21
"469",0,92,20
"470",0,76,0
"471",0,41,9
"472",0,97,3
"473",1,40,0
"474",0,41,7
"475",1,91,1
"476",1,33,1
"477",0,47,9
"478",0,77,18
"479",0,58,12
"480",1,76,20
"481",0,26,14
"482",0,91,14
"483",0,52,9
"484",1,57,21
"485",1,66,12
"486",0,66,16
"487",1,56,9
"488",1,62,16
"489",1,49,1
"490",1,61,14
"491",1,44,18
"492",0,29,12
"493",1,90,4
"494",1,71,0
"495",0,33,21
"496",1,54,15
"497",0,84,12
"498",1,57,7
"499",0,52,2
"500",0,63,21
"501",0,51,14
"502",0,69,20
"503",1,87,14
"504",0,48,12
"505",0,69,2
"506",1,51,0
"507",0,41,12
"508",1,84,2
"509",0,15,-1
"510",1,43,12
"511",0,22,1
"512",1,58,16
"513",1,63,2
"514",0,21,0
"515",1,90,9
"516",1,13,-1
"517",0,50,14
"518",0,5,-1
"519",0,19,8
"520",1,71,1
"521",0,56,14
"522",1,83,1
"523",0,49,1
"524",0,55,9
"525",1,47,18
"526",0,62,18
"527",1,71,1
"528",1,63,19
"529",1,34,15
"530",0,73,16
"531",0,56,12
"532",0,88,3
"533",1,26,14
"534",0,39,12
"535",1,35,1
"536",1,77,1
"537",1,56,2
"538",1,60,19
"539",0,49,12
"540",1,92,1
"541",0,70,14
"542",0,12,-1
"543",0,57,14
"544",1,64,15
"545",0,69,14
"546",0,78,0
"547",1,52,6
"548",1,45,14
"549",1,72,0
"550",1,72,14
"551",1,29,12
"552",1,79,14
"553",0,44,21
"554",0,59,1
"555",0,40,15
"556",1,33,1
"557",0,84,8
"558",1,114,21
"559",0,8,-1
"560",1,59,12
"561",1,73,9
"562",1,103,12
"563",0,15,-1
"564",0,55,21
"565",1,84,16
"566",0,62,1
"567",0,51,9
"568",0,58,12
"569",0,37,14
"570",1,67,15
"571",0,74,16
"572",0,43,14
"573",1,68,12
"574",1,52,2
"575",1,54,19
"576",0,76,0
"577",1,94,0
"578",1,72,1
"579",1,51,12
"580",1,65,14
"581",0,50,1
"582",0,65,7
"583",1,30,12
"584",0,77,21
"585",1,98,1
"586",0,59,1
"587",1,42,2
"588",1,18,-1
"589",0,34,2
"590",0,58,18
"591",0,20,14
"592",0,60,14
"593",1,49,0
"594",1,5,-1
"595",1,50,19
"596",0,100,2
"597",1,90,2
"598",1,47,12
"599",1,87,18
"600",0,53,18
"601",0,56,14
"602",1,112,20
"603",0,103,12
"604",0,63,14
"605",0,45,0
"606",0,68,1
"607",0,43,14
"608",1,51,12
"609",1,80,0
"610",0,81,14
"611",0,30,13
"612",1,82,8
"613",1,85,20
"614",0,28,12
"615",0,33,12
"616",0,93,15
"617",0,78,15
"618",0,52,21
"619",1,57,9
"620",0,33,0
"621",1,50,3
"622",0,58,0
"623",0,92,3
"624",0,59,14
"625",0,27,14
"626",1,89,14
"627",0,75,1
"628",1,13,-1
"629",1,38,21
"630",0,29,2
"631",1,67,12
"632",0,46,18
"633",0,55,12
"634",1,46,14
"635",1,61,16
"636",0,15,-1
"637",0,31,14
"638",1,21,14
"639",1,77,12
"640",1,32,0
"641",1,73,21
"642",0,65,10
"643",0,66,2
"644",1,64,14
"645",0,86,14
"646",0,69,12
"647",1,57,14
"648",1,93,12
"649",0,112,14
"650",1,60,15
"651",1,55,0
"652",1,53,20
"653",0,104,20
"654",1,59,21
"655",1,86,3
"656",1,35,12
"657",1,31,14
"658",0,49,19
"659",1,67,20
"660",0,67,19
"661",0,57,9
"662",0,80,2
"663",0,33,3
"664",0,57,1
"665",1,64,18
"666",1,85,16
"667",0,89,12
"668",0,87,14
"669",0,105,0
"670",0,2,-1
"671",0,81,14
"672",1,83,12
"673",0,51,16
"674",1,37,14
"675",1,16,-1
"676",0,50,14
"677",1,70,15
"678",0,73,20
"679",0,86,15
"680",0,53,12
"681",0,49,19
"682",1,85,16
"683",1,57,1
"684",0,45,1
"685",1,114,0
"686",1,34,7
"687",1,50,2
"688",0,50,12
"689",1,58,14
"690",0,62,16
"691",0,57,7
"692",0,64,1
"693",1,53,0
"694",0,86,14
"695",1,103,1
"696",0,96,10
"697",1,64,10
"698",1,58,0
"699",0,61,20
"700",0,74,9
"701",1,41,1
"702",1,102,12
"703",0,59,13
"704",1,103,14
"705",0,73,4
"706",1,67,15
"707",0,102,12
"708",0,48,2
"709",0,75,15
"710",1,83,1
"711",0,59,18
"712",1,61,2
"713",1,75,9
"714",0,37,21
"715",1,33,7
"716",0,73,14
"717",1,60,6
"718",0,58,1
"719",1,46,20
"720",1,44,7
"721",0,43,9
"722",1,85,9
"723",0,46,15
"724",1,32,0
"725",1,53,12
"726",0,85,20
"727",1,46,14
"728",1,69,0
"729",1,58,20
"730",0,19,0
"731",0,57,14
"732",1,60,1
"733",1,91,12
"734",0,66,18
"735",0,25,0
"736",0,54,2
"737",0,30,16
"738",0,95,14
"739",1,27,12
"740",0,70,1
"741",0,38,1
"742",1,52,12
"743",1,55,14
"744",1,45,1
"745",0,59,2
"746",0,68,14
"747",1,45,21
"748",1,58,21
"749",1,84,14
"750",0,54,9
"751",0,43,3
"752",1,52,21
"753",1,66,18
"754",0,52,13
"755",1,79,14
"756",1,59,14
"757",1,49,21
"758",0,18,-1
"759",1,57,12
"760",1,38,14
"761",1,42,0
"762",0,31,9
"763",1,58,2
"764",0,71,2
"765",0,33,1
"766",1,49,16
"767",0,38,2
"768",0,93,21
"769",0,92,20
"770",1,67,0
"771",1,24,20
"772",1,77,12
"773",1,94,1
"774",1,80,20
"775",0,78,1
"776",0,71,1
"777",0,43,12
"778",0,53,0
"779",0,42,14
"780",1,22,12
"781",0,63,15
"782",0,65,12
"783",0,74,0
"784",1,102,5
"785",1,20,1
"786",0,123,0
"787",0,42,20
"788",0,31,1
"789",0,40,0
"790",0,72,1
"791",0,34,12
"792",1,55,18
"793",1,98,14
"794",0,70,15
"795",1,105,20
"796",0,60,9
"797",0,44,1
"798",1,122,18
"799",1,19,19
"800",0,57,12
"801",0,44,18
"802",0,55,19
"803",1,50,2
"804",1,58,21
"805",0,71,12
"806",1,98,14
"807",1,73,2
"808",0,38,2
"809",1,52,21
"810",0,67,12
"811",0,76,12
"812",1,114,14
"813",0,92,19
"814",0,90,12
"815",0,98,0
"816",1,73,18
"817",0,70,12
"818",1,86,12
"819",1,84,14
"820",0,109,2
"821",1,41,1
"822",1,15,-1
"823",1,86,15
"824",1,68,12
"825",0,51,14
"826",1,49,1
"827",0,67,21
"828",0,58,3
"829",0,73,14
"830",0,83,2
"831",1,84,14
"832",0,18,-1
"833",0,30,12
"834",0,75,1
"835",0,54,18
"836",1,35,0
"837",0,51,1
"838",0,77,6
"839",1,14,-1
"840",0,53,21
"841",1,71,18
"842",1,25,20
"843",1,60,20
"844",1,44,5
"845",0,45,2
"846",1,60,2
"847",1,109,19
"848",0,73,21
"849",0,90,13
"850",1,59,17
"851",0,64,9
"852",0,58,7
"853",0,54,2
"854",0,54,2
"855",1,69,13
"856",1,72,14
"857",0,95,12
"858",1,62,14
"859",1,104,17
"860",0,41,14
"861",1,61,21
"862",0,46,20
"863",1,78,12
"864",1,91,21
"865",0,20,1
"866",1,80,19
"867",0,77,14
"868",0,85,14
"869",0,83,4
"870",1,1,-1
"871",0,90,1
"872",0,64,21
"873",1,74,2
"874",1,66,12
"875",1,90,0
"876",1,64,18
"877",0,56,18
"878",1,36,2
"879",0,29,15
"880",0,65,19
"881",1,68,1
"882",0,58,0
"883",1,37,1
"884",0,76,14
"885",1,93,0
"886",1,29,2
"887",1,60,14
"888",0,82,2
"889",0,66,14
"890",0,66,20
"891",0,25,14
"892",1,79,2
"893",1,51,14
"894",1,69,19
"895",1,95,12
"896",0,68,14
"897",0,76,14
"898",0,57,9
"899",0,66,15
"900",1,47,1
"901",0,51,14
"902",1,75,14
"903",0,35,1
"904",0,83,12
"905",0,68,12
"906",1,63,12
"907",0,95,21
"908",0,69,0
"909",1,60,15
"910",0,83,14
"911",0,39,1
"912",1,15,-1
"913",1,71,1
"914",0,91,2
"915",0,88,2
"916",0,103,14
"917",0,51,19
"918",0,80,12
"919",0,39,18
"920",1,57,20
"921",1,46,21
"922",1,57,2
"923",0,70,15
"924",1,78,14
"925",0,109,21
"926",1,81,2
"927",1,51,14
"928",0,52,14
"929",0,49,0
"930",0,55,15
"931",1,34,21
"932",1,106,2
"933",1,75,9
"934",0,50,14
"935",1,50,14
"936",0,29,15
"937",1,50,16
"938",0,48,12
"939",0,96,2
"940",1,36,20
"941",1,22,2
"942",1,28,12
"943",0,71,14
"944",1,36,12
"945",0,68,14
"946",1,80,14
"947",1,80,14
"948",0,87,12
"949",1,68,12
"950",0,81,15
"951",0,17,-1
"952",0,72,12
"953",1,80,0
"954",0,71,14
"955",0,61,2
"956",0,67,14
"957",1,51,12
"958",0,53,14
"959",0,91,13
"960",1,36,12
"961",1,48,14
"962",0,34,15
"963",0,61,14
"964",0,93,2
"965",0,62,12
"966",0,41,14
"967",1,52,0
"968",0,78,2
"969",1,41,20
"970",0,51,19
"971",0,68,14
"972",1,88,14
"973",1,45,18
"974",1,76,14
"975",1,56,15
"976",1,90,12
"977",1,75,18
"978",0,47,12
"979",0,64,14
"980",1,45,1
"981",1,57,2
"982",0,52,21
"983",0,10,-1
"984",0,39,12
"985",0,54,1
"986",1,67,1
"987",1,34,16
"988",0,61,14
"989",0,130,1
"990",1,73,14
"991",0,28,14
"992",0,63,14
"993",0,70,1
"994",1,36,0
"995",0,38,9
"996",1,91,1
"997",0,52,18
"998",1,51,12
"999",0,65,18
"1000",0,81,2
"1001",0,89,21
"1002",0,60,19
"1003",1,55,0
"1004",1,52,12
"1005",1,99,14
"1006",0,15,-1
"1007",1,75,16
"1008",0,95,1
"1009",0,78,9
"1010",1,55,15
"1011",0,63,12
"1012",0,67,8
"1013",1,65,1
"1014",0,37,15
"1015",0,26,12
"1016",1,62,21
"1017",1,54,15
"1018",1,68,14
"1019",0,80,1
"1020",0,58,2
"1021",0,49,0
"1022",1,57,18
"1023",0,70,15
"1024",0,28,16
"1025",0,71,14
"1026",1,55,2
"1027",0,80,15
"1028",0,42,12
"1029",0,58,0
"1030",1,50,14
"1031",1,82,12
"1032",0,76,14
"1033",0,44,1
"1034",1,79,12
"1035",1,0,-1
"1036",1,71,2
"1037",0,13,-1
"1038",1,66,0
"1039",1,79,2
"1040",1,57,19
"1041",0,58,1
"1042",1,60,21
"1043",0,65,2
"1044",0,43,14
"1045",1,53,21
"1046",0,33,14
"1047",1,63,2
"1048",1,97,12
"1049",0,42,1
"1050",1,63,12
"1051",0,33,12
"1052",0,54,18
"1053",1,50,21
"1054",1,66,14
"1055",1,69,14
"1056",1,70,18
"1057",0,91,21
"1058",0,78,12
"1059",1,56,12
"1060",1,19,12
"1061",0,6,-1
"1062",0,67,19
"1063",1,67,12
"1064",0,55,4
"1065",0,71,9
"1066",1,62,21
"1067",1,7,-1
"1068",1,36,2
"1069",1,56,2
"1070",0,73,12
"1071",1,83,14
"1072",0,21,14
"1073",0,54,7
"1074",1,69,12
"1075",0,29,0
"1076",1,22,21
"1077",0,66,20
"1078",1,57,14
"1079",1,35,14
"1080",0,45,16
"1081",0,71,15
"1082",0,61,12
"1083",1,33,12
"1084",1,56,13
"1085",0,107,12
"1086",0,19,0
"1087",0,81,19
"1088",0,103,2
"1089",1,20,12
"1090",0,74,1
"1091",1,51,18
"1092",0,41,0
"1093",0,74,16
"1094",0,23,0
"1095",0,66,0
"1096",1,43,15
"1097",1,23,18
"1098",0,25,18
"1099",1,55,2
"1100",0,59,20
"1101",0,18,-1
"1102",1,57,2
"1103",1,92,21
"1104",1,66,14
"1105",0,56,2
"1106",0,54,19
"1107",1,89,15
"1108",1,12,-1
"1109",0,57,0
"1110",1,80,0
"1111",1,83,2
"1112",1,61,14
"1113",0,76,19
"1114",1,70,12
"1115",0,91,15
"1116",1,65,19
"1117",1,43,18
"1118",0,11,-1
"1119",1,48,2
"1120",1,8,-1
"1121",0,41,14
"1122",0,47,20
"1123",0,57,15
"1124",1,13,-1
"1125",0,79,14
"1126",1,30,2
"1127",0,26,21
"1128",0,18,-1
"1129",1,50,14
"1130",0,72,12
"1131",0,36,12
"1132",1,53,1
"1133",1,74,21
"1134",1,59,2
"1135",0,78,4
"1136",0,70,1
"1137",1,86,18
"1138",0,54,12
"1139",1,54,15
"1140",1,44,14
"1141",0,41,19
"1142",0,28,1
"1143",1,103,0
"1144",1,74,13
"1145",1,27,12
"1146",0,28,14
"1147",0,18,-1
"1148",1,76,14
"1149",0,56,2
"1150",0,58,12
"1151",0,43,9
"1152",1,113,18
"1153",0,40,1
"1154",1,63,14
"1155",1,56,12
"1156",1,57,20
"1157",0,43,19
"1158",0,35,2
"1159",0,62,7
"1160",1,54,9
"1161",1,90,2
"1162",0,87,13
"1163",1,46,1
"1164",1,89,12
"1165",0,48,20
"1166",0,48,1
"1167",1,47,1
"1168",0,34,1
"1169",1,50,0
"1170",0,76,12
"1171",1,46,9
"1172",0,20,12
"1173",0,45,9
"1174",0,65,0
"1175",0,35,9
"1176",1,59,2
"1177",0,50,14
"1178",0,34,15
"1179",1,33,15
"1180",0,36,14
"1181",1,64,2
"1182",0,81,21
"1183",0,79,1
"1184",1,102,15
"1185",0,28,21
"1186",0,73,21
"1187",0,39,15
"1188",1,64,12
"1189",1,38,14
"1190",0,45,12
"1191",0,60,2
"1192",0,56,21
"1193",0,91,21
"1194",0,64,0
"1195",0,65,14
"1196",0,53,0
"1197",1,32,2
"1198",0,88,21
"1199",0,31,1
"1200",0,36,1
"1201",1,53,2
"1202",1,80,21
"1203",0,41,18
"1204",0,64,14
"1205",0,37,2
"1206",0,14,-1
"1207",0,53,2
"1208",0,81,1
"1209",1,33,12
"1210",0,59,16
"1211",0,57,14
"1212",0,60,14
"1213",1,46,12
"1214",0,25,3
"1215",1,99,1
"1216",1,60,21
"1217",0,65,14
"1218",0,80,2
"1219",0,77,3
"1220",1,55,21
"1221",1,77,19
"1222",1,123,14
"1223",1,75,12
"1224",0,98,12
"1225",1,68,1
"1226",1,65,15
"1227",1,39,12
"1228",1,67,9
"1229",1,81,7
"1230",1,91,20
"1231",1,10,-1
"1232",1,104,12
"1233",0,32,2
"1234",1,123,7
"1235",1,83,2
"1236",0,67,1
"1237",0,55,21
"1238",1,57,14
"1239",1,80,12
"1240",0,50,12
"1241",0,90,16
"1242",0,32,14
"1243",1,56,16
"1244",1,73,12
"1245",1,81,20
"1246",0,49,1
"1247",0,93,21
"1248",1,70,12
"1249",1,106,21
"1250",0,72,1
"1251",0,68,16
"1252",1,91,16
"1253",1,102,19
"1254",1,97,14
"1255",0,42,0
"1256",1,67,14
"1257",0,62,1
"1258",1,41,15
"1259",1,62,0
"1260",0,41,19
"1261",1,38,21
"1262",1,10,-1
"1263",1,81,14
"1264",0,41,18
"1265",1,66,12
"1266",0,91,20
"1267",0,91,0
"1268",1,71,20
"1269",0,55,0
"1270",0,74,15
"1271",1,69,21
"1272",1,113,12
"1273",1,84,0
"1274",1,65,1
"1275",0,105,12
"1276",1,38,16
"1277",0,46,1
"1278",1,47,14
"1279",0,22,1
"1280",0,79,20
"1281",1,103,21
"1282",0,69,2
"1283",1,34,15
"1284",1,63,14
"1285",1,49,21
"1286",0,43,2
"1287",1,77,12
"1288",0,61,15
"1289",0,78,1
"1290",1,101,12
"1291",1,71,12
"1292",0,68,9
"1293",0,56,14
"1294",0,45,1
"1295",1,62,16
"1296",0,61,14
"1297",0,48,21
"1298",0,68,2
"1299",1,57,1
"1300",1,71,14
"1301",0,74,12
"1302",0,72,16
"1303",0,7,-1
"1304",1,41,16
"1305",0,91,16
"1306",0,57,0
"1307",1,63,14
"1308",0,13,-1
"1309",0,108,14
"1310",1,25,17
"1311",0,103,14
"1312",0,94,12
"1313",1,82,1
"1314",1,38,13
"1315",1,20,14
"1316",1,27,2
"1317",1,42,21
"1318",0,49,13
"1319",1,31,14
"1320",0,27,14
"1321",0,72,2
"1322",0,111,14
"1323",0,66,15
"1324",0,29,14
"1325",1,22,21
"1326",0,71,20
"1327",0,79,2
"1328",0,54,3
"1329",0,48,1
"1330",1,47,0
"1331",0,63,21
"1332",1,23,21
"1333",1,50,2
"1334",0,70,14
"1335",1,65,1
"1336",1,51,9
"1337",0,95,14
"1338",0,66,5
"1339",1,61,1
"1340",1,54,15
"1341",1,23,14
"1342",1,53,12
"1343",0,35,1
"1344",1,97,14
"1345",1,64,12
"1346",0,66,1
"1347",0,66,21
"1348",0,30,0
"1349",0,40,5
"1350",1,51,12
"1351",1,78,2
"1352",0,52,0
"1353",1,97,0
"1354",0,103,2
"1355",0,71,1
"1356",0,76,15
"1357",1,68,18
"1358",1,72,19
"1359",1,56,14
"1360",1,63,20
"1361",1,39,14
"1362",1,50,14
"1363",0,71,16
"1364",0,38,12
"1365",1,105,14
"1366",0,48,1
"1367",1,86,14
"1368",0,76,0
"1369",0,50,12
"1370",0,52,2
"1371",1,74,14
"1372",0,60,21
"1373",0,37,1
"1374",1,56,19
"1375",1,121,19
"1376",1,51,20
"1377",1,26,16
"1378",1,83,16
"1379",0,40,8
"1380",0,70,16
"1381",0,91,14
"1382",0,56,18
"1383",1,90,14
"1384",1,80,14
"1385",1,30,1
"1386",1,54,21
"1387",0,67,20
"1388",0,69,5
"1389",1,33,12
"1390",0,82,12
"1391",0,85,0
"1392",0,83,2
"1393",0,41,0
"1394",0,47,15
"1395",1,31,12
"1396",1,75,15
"1397",1,52,9
"1398",0,94,1
"1399",0,49,14
"1400",1,67,2
"1401",1,31,2
"1402",1,38,19
"1403",0,64,16
"1404",0,84,14
"1405",0,12,-1
"1406",1,14,-1
"1407",1,56,20
"1408",0,61,1
"1409",1,34,1
"1410",0,90,1
"1411",0,72,12
"1412",0,21,2
"1413",0,49,2
"1414",1,52,12
"1415",0,41,2
"1416",1,40,18
"1417",0,51,1
"1418",1,28,15
"1419",0,51,14
"1420",0,36,14
"1421",0,32,2
"1422",1,50,15
"1423",0,103,3
"1424",1,102,2
"1425",1,74,1
"1426",0,45,12
"1427",0,62,14
"1428",1,51,14
"1429",0,67,16
"1430",1,95,1
"1431",1,75,15
"1432",1,89,21
"1433",1,22,14
"1434",0,103,12
"1435",0,94,2
"1436",1,71,14
"1437",0,60,20
"1438",1,77,0
"1439",1,48,1
"1440",1,100,12
"1441",0,17,-1
"1442",1,54,1
"1443",0,34,12
"1444",0,69,12
"1445",0,46,2
"1446",1,25,14
"1447",1,38,0
"1448",0,62,3
"1449",1,58,16
"1450",0,52,2
"1451",0,56,13
"1452",0,44,12
"1453",0,70,12
"1454",1,96,0
"1455",0,35,15
"1456",0,30,3
"1457",1,70,12
"1458",1,83,14
"1459",1,65,14
"1460",0,62,9
"1461",0,67,12
"1462",1,1,-1
"1463",1,62,21
"1464",1,51,1
"1465",0,63,18
"1466",0,90,3
"1467",1,47,1
"1468",0,28,21
"1469",0,80,9
"1470",1,66,14
"1471",0,71,2
"1472",1,60,0
"1473",1,33,2
"1474",0,128,14
"1475",0,18,-1
"1476",1,71,14
"1477",1,54,18
"1478",1,90,21
"1479",0,40,14
"1480",1,56,15
"1481",1,66,20
"1482",0,40,14
"1483",0,68,9
"1484",0,46,3
"1485",0,56,2
"1486",0,83,21
"1487",1,31,2
"1488",0,84,20
"1489",1,23,20
"1490",0,50,1
"1491",1,35,20
