"","sex","age","occupations"
"112",1,24,2
"113",0,4,0
"114",1,18,2
"115",1,25,2
"116",0,38,2
"117",0,0,2
"118",1,18,0
"119",0,40,2
"120",0,44,2
"121",0,30,2
"122",1,12,0
"123",1,22,0
"124",1,51,0
"125",1,16,2
"126",1,10,2
"127",1,10,0
"128",0,50,0
"129",0,71,2
"130",0,35,2
"131",1,36,2
"132",1,28,2
"133",0,79,4
"134",0,35,0
"135",1,13,0
"136",0,90,0
"137",0,29,2
"138",0,15,0
"139",1,27,2
"140",0,73,0
"141",1,47,0
"142",1,3,2
"143",1,34,2
"144",0,21,0
"145",1,22,2
"146",0,68,0
"147",1,26,0
"148",0,43,2
"149",0,20,0
"150",0,12,0
"151",1,11,4
"152",1,3,0
"153",1,5,0
"154",1,44,2
"155",0,57,2
"156",1,33,2
"157",1,5,0
"158",0,12,0
"159",0,9,2
"160",0,29,2
"161",0,29,0
"162",0,44,2
"163",0,23,0
"164",1,43,0
"165",0,52,0
"166",1,4,2
"167",0,33,2
"168",0,8,2
"169",1,0,2
"170",0,4,2
"171",0,12,2
"172",0,39,2
"173",0,18,2
"174",0,48,2
"175",0,26,2
"176",0,67,4
"177",0,7,4
"178",1,16,2
"179",1,16,2
"180",1,28,0
"181",0,7,2
"182",1,73,2
"183",0,11,0
"184",1,50,2
"185",0,33,2
"186",0,65,2
"187",0,29,0
"188",0,48,2
"189",0,19,2
"190",1,64,2
"191",1,32,2
"192",1,3,2
"193",0,24,0
"194",1,46,4
"195",1,24,2
"196",1,11,0
"197",1,21,0
"198",0,43,2
"199",1,51,2
"200",0,39,2
"201",1,37,0
"202",1,52,0
"203",1,45,2
"204",0,9,0
"205",1,43,2
"206",0,25,2
"207",0,19,0
"208",1,5,0
"209",1,3,0
"210",0,83,2
"211",1,16,0
"212",1,29,0
"213",1,36,0
"214",1,73,0
"215",1,96,2
"216",1,39,2
"217",0,54,0
"218",1,11,2
"219",0,20,0
"220",1,9,2
"221",0,0,2
"222",0,23,2
"223",0,13,0
"224",0,38,0
"225",0,17,0
"226",1,57,2
"227",1,36,2
"228",0,27,2
"229",1,50,0
"230",0,5,2
"231",1,77,2
"232",0,74,2
"233",0,7,2
"234",1,39,2
"235",0,4,2
"236",0,12,2
"237",0,76,0
"238",1,16,2
"239",0,6,0
"240",0,58,0
"241",1,37,2
"242",0,20,0
"243",0,12,2
"244",0,4,0
"245",0,60,2
"246",1,27,0
"247",1,39,2
"248",1,36,2
"249",0,7,2
"250",0,18,0
"251",0,26,2
"252",0,35,2
"253",0,23,0
"254",0,28,2
"255",0,26,0
"256",1,74,2
"257",0,29,0
"258",1,14,0
"259",1,37,2
"260",0,40,0
"261",1,23,2
"262",1,24,2
"263",1,64,2
"264",1,17,0
"265",1,15,2
"266",0,17,0
"267",0,46,2
"268",1,1,0
"269",1,39,2
"270",0,39,0
"271",1,26,0
"272",1,4,0
"273",1,33,0
"274",1,18,0
"275",1,19,0
"276",0,61,0
"277",1,14,2
"278",1,60,2
"279",1,77,2
"280",0,33,0
"281",1,62,2
"282",1,30,2
"283",1,66,2
"284",1,13,2
"285",0,40,0
"286",0,34,2
"287",1,38,0
"288",0,16,0
"289",0,6,2
"290",0,7,4
"291",1,34,0
"292",0,19,2
"293",1,26,2
"294",1,0,0
"295",1,18,0
"296",1,55,0
"297",0,5,2
"298",0,39,2
"299",0,54,2
"300",0,46,0
"301",1,4,0
"302",1,33,0
"303",0,8,2
"304",0,75,0
"305",0,7,0
"306",0,81,0
"307",1,70,2
"308",1,56,2
"309",0,9,2
"310",1,7,2
"311",1,40,2
"312",1,39,2
"313",0,62,0
"314",1,2,2
"315",0,81,2
"316",0,18,0
"317",0,49,0
"318",0,13,2
"319",0,9,0
"320",1,87,2
"321",1,54,0
"322",0,27,2
"323",0,37,0
"324",0,25,2
"325",0,25,0
"326",0,60,2
"327",0,15,2
"328",1,28,0
"329",0,15,2
"330",0,39,0
"331",1,39,2
"332",0,73,2
"333",0,33,2
"334",1,43,2
"335",1,107,2
"336",1,54,0
"337",0,28,0
"338",0,24,2
"339",1,59,0
"340",1,11,2
"341",0,50,0
"342",1,33,2
"343",1,45,2
"344",1,13,2
"345",1,44,2
"346",1,17,0
"347",1,2,0
"348",1,11,2
"349",0,34,2
"350",0,39,2
"351",0,42,2
"352",0,71,2
"353",0,30,0
"354",0,7,0
"355",1,19,2
"356",1,12,0
"357",1,41,2
"358",1,54,2
"359",1,17,2
"360",0,17,2
"361",0,62,0
"362",1,73,2
"363",0,38,0
"364",0,19,2
"365",0,17,2
"366",1,48,2
"367",0,37,2
"368",1,38,2
"369",0,7,2
"370",0,11,0
"371",0,51,2
"372",1,5,0
"373",1,24,0
"374",0,8,2
"375",1,44,0
"376",0,8,2
"377",0,18,0
"378",1,30,0
"379",0,39,2
"380",0,33,2
"381",0,36,2
"382",0,63,0
"383",0,15,0
"384",1,51,2
"385",1,68,2
"386",0,60,0
"387",1,6,0
"388",0,64,2
"389",1,43,2
"390",1,46,2
"391",1,11,2
"392",1,47,2
"393",1,45,4
"394",1,55,2
"395",0,65,2
"396",0,20,2
"397",0,32,2
"398",0,33,0
"399",1,0,2
"400",0,28,0
"401",1,67,2
"402",0,37,2
"403",0,38,2
"404",1,21,0
"405",1,9,0
"406",1,44,2
"407",1,55,2
"408",1,11,2
"409",0,2,0
"410",1,49,0
"411",0,46,2
"412",0,22,2
"413",0,75,2
"414",0,43,2
"415",1,59,2
"416",1,23,2
"417",1,17,2
"418",0,71,2
"419",1,5,2
"420",1,35,0
"421",1,58,0
"422",0,50,2
"423",0,52,2
"424",0,16,2
"425",0,55,2
"426",0,35,2
"427",1,33,0
"428",1,23,2
"429",1,13,4
"430",0,25,2
"431",1,20,0
"432",0,5,0
"433",0,73,2
"434",1,24,2
"435",1,41,0
"436",1,72,2
"437",0,57,4
"438",1,63,0
"439",1,37,0
"440",1,40,2
"441",0,12,2
"442",0,8,0
"443",1,15,0
"444",1,46,2
"445",0,65,2
"446",1,28,2
"447",1,40,0
"448",0,99,2
"449",0,74,0
"450",1,7,2
"451",0,20,0
"452",1,24,2
"453",0,5,2
"454",0,16,0
"455",0,57,0
"456",1,28,0
"457",1,45,2
"458",1,11,2
"459",1,47,0
"460",0,24,2
"461",0,8,2
"462",0,47,0
"463",1,2,2
"464",0,17,2
"465",0,21,0
"466",1,22,2
"467",0,66,2
"468",0,45,0
"469",0,21,2
"470",1,21,2
"471",0,1,2
"472",0,44,0
"473",0,17,2
"474",1,1,2
"475",1,22,0
"476",1,33,0
"477",0,54,0
"478",1,46,0
"479",1,49,0
"480",1,41,2
"481",1,49,0
"482",0,17,2
"483",1,6,0
"484",0,23,2
"485",0,34,2
"486",1,50,2
"487",0,9,2
"488",1,29,0
"489",0,4,2
"490",0,24,2
"491",0,9,2
"492",0,46,0
"493",1,47,2
"494",0,60,2
"495",1,2,0
"496",0,39,2
"497",1,52,2
"498",0,54,0
"499",0,10,0
"500",1,49,2
"501",1,16,0
"502",0,35,2
"503",0,13,0
"504",0,45,0
"505",1,13,0
"506",0,47,2
"507",0,31,2
"508",1,62,2
"509",1,15,2
"510",0,99,2
"511",1,45,0
"512",1,9,0
"513",1,5,2
"514",0,12,2
"515",1,62,0
"516",0,50,2
"517",0,7,2
"518",1,5,0
"519",1,13,2
"520",0,32,2
"521",1,5,2
"522",1,39,2
"523",0,10,2
"524",1,48,4
"525",1,1,2
"526",1,49,2
"527",0,12,2
"528",1,11,2
"529",1,83,2
"530",0,36,2
"531",0,45,2
"532",1,8,2
"533",0,9,0
"534",1,10,0
"535",0,18,2
"536",1,38,2
"537",1,45,2
"538",1,35,0
"539",0,46,0
"540",1,23,2
"541",0,45,2
"542",0,46,2
"543",1,26,2
"544",0,15,4
"545",0,4,0
"546",0,35,2
"547",0,33,2
"548",1,24,0
"549",0,22,2
"550",0,2,0
"551",0,41,0
"552",1,10,0
"553",1,28,0
"554",0,17,0
"555",1,46,2
"556",1,3,2
"557",1,59,2
"558",1,45,0
"559",1,48,2
"560",0,17,2
"561",0,73,0
"562",0,0,2
"563",0,0,2
"564",1,67,2
"565",1,47,2
"566",1,6,2
"567",1,30,2
"568",1,33,2
"569",1,17,2
"570",0,49,0
"571",1,10,2
"572",0,37,2
"573",0,45,2
"574",0,45,2
"575",0,6,2
"576",0,7,0
"577",1,86,2
"578",1,20,2
"579",0,38,2
"580",1,27,2
"581",0,43,0
"582",1,84,0
"583",0,56,2
"584",0,52,2
"585",0,4,2
"586",1,72,2
"587",0,32,2
"588",1,7,2
"589",0,19,2
"590",1,33,0
"591",1,40,2
"592",0,10,0
"593",0,33,0
"594",0,21,0
"595",0,6,0
"596",1,36,2
"597",1,42,0
"598",0,35,0
"599",0,49,2
"600",0,60,0
"601",1,13,0
"602",1,35,2
"603",0,55,0
"604",1,43,2
"605",1,69,2
"606",0,30,2
"607",0,27,2
"608",0,16,2
"609",1,4,2
"610",0,30,0
"611",1,25,0
"612",1,5,2
"613",0,61,2
"614",1,16,0
"615",1,36,0
"616",1,40,2
"617",1,44,2
"618",1,5,2
"619",0,4,2
"620",1,95,0
"621",0,28,0
"622",1,34,2
"623",0,33,0
"624",0,21,2
"625",1,45,2
"626",0,10,2
"627",1,11,2
"628",0,2,0
"629",1,13,2
"630",0,18,2
"631",0,44,2
"632",0,66,0
"633",0,43,0
"634",1,22,0
"635",1,81,2
"636",1,45,2
"637",1,29,0
"638",0,75,2
"639",0,74,0
"640",1,21,2
"641",1,45,0
"642",0,10,2
"643",0,30,2
"644",0,11,0
"645",0,4,2
"646",0,30,2
"647",0,29,2
"648",0,6,2
"649",0,44,2
"650",1,32,2
"651",0,44,2
"652",0,57,2
"653",0,33,2
"654",1,46,2
"655",1,11,2
"656",1,75,0
"657",1,31,0
"658",0,20,2
"659",1,18,2
"660",0,24,2
"661",0,43,2
"662",1,21,2
"663",0,55,2
"664",0,45,0
"665",0,33,2
"666",1,11,2
"667",0,22,4
"668",0,44,2
"669",1,35,0
"670",0,64,2
"671",1,11,2
"672",1,5,4
"673",1,20,2
"674",1,29,2
"675",1,54,0
"676",0,24,0
"677",0,35,0
"678",1,25,0
"679",0,15,2
"680",0,17,2
"681",1,47,0
"682",1,10,2
"683",0,36,2
"684",1,4,2
"685",0,49,2
"686",1,2,0
"687",1,40,2
"688",0,9,0
"689",1,45,4
"690",1,12,2
"691",0,15,0
"692",1,5,4
"693",1,23,2
"694",1,37,2
"695",1,16,2
"696",0,17,0
"697",0,12,2
"698",1,40,4
"699",0,20,2
"700",1,33,0
"701",1,17,2
"702",0,3,2
"703",0,53,2
"704",0,13,0
"705",0,42,2
"706",0,20,0
"707",0,15,2
"708",1,5,2
"709",1,1,0
"710",0,7,2
"711",0,42,2
"712",1,61,2
"713",0,42,2
"714",0,29,2
"715",1,51,2
"716",0,32,2
"717",0,3,0
"718",1,78,2
"719",0,40,2
"720",1,67,0
"721",1,24,4
"722",1,52,0
"723",0,1,0
"724",0,60,0
"725",0,44,2
"726",0,1,2
"727",1,50,2
"728",0,21,2
"729",0,41,2
"730",1,51,2
"731",1,46,2
"732",1,40,2
"733",0,46,0
"734",0,20,0
"735",0,89,0
"736",1,54,2
"737",1,60,2
"738",0,19,2
"739",0,18,0
"740",0,4,2
"741",0,48,2
"742",1,13,2
"743",1,30,0
"744",0,57,0
"745",1,48,2
"746",1,28,0
"747",0,3,2
"748",1,103,0
"749",0,52,2
"750",1,38,0
"751",0,4,2
"752",1,63,2
"753",1,41,2
"754",0,7,0
"755",0,6,2
"756",1,79,2
"757",0,2,2
"758",1,9,2
"759",0,75,2
"760",1,22,0
"761",0,4,2
"762",1,20,2
"763",0,27,2
"764",0,49,2
"765",1,55,2
"766",1,12,0
"767",0,34,2
"768",1,1,0
"769",0,2,2
"770",0,18,2
"771",1,13,0
"772",1,24,2
"773",0,16,2
"774",0,19,2
"775",0,59,0
"776",1,47,0
"777",0,56,0
"778",0,86,0
"779",1,1,0
"780",1,34,0
"781",1,7,0
"782",0,35,0
"783",1,52,0
"784",1,48,0
"785",0,19,2
"786",0,53,0
"787",1,9,2
"788",1,28,2
"789",0,15,2
"790",1,47,2
"791",0,66,0
"792",1,42,2
"793",0,21,0
"794",1,22,2
"795",1,24,0
"796",1,9,2
"797",1,58,2
"798",1,50,2
"799",0,61,0
"800",0,50,2
"801",0,76,0
"802",1,23,2
"803",0,42,0
"804",1,95,0
"805",0,31,2
"806",1,46,0
"807",1,18,2
"808",0,23,0
"809",1,7,0
"810",1,30,2
"811",1,12,2
"812",0,18,2
"813",1,16,2
"814",0,67,0
"815",1,5,2
"816",0,1,2
"817",1,91,0
"818",1,5,2
"819",0,34,2
"820",0,41,2
"821",1,12,2
"822",1,44,0
"823",1,12,2
"824",1,26,0
"825",1,23,0
"826",1,58,0
"827",0,19,2
"828",1,58,0
"829",1,51,2
"830",1,33,2
"831",1,64,2
"832",1,62,0
"833",0,79,0
"834",1,76,0
"835",1,21,2
"836",1,36,2
"837",1,30,0
"838",0,34,2
"839",1,1,2
"840",0,57,2
"841",1,11,0
"842",0,22,2
"843",1,17,0
"844",1,49,0
"845",1,20,2
"846",1,28,2
"847",1,12,2
"848",0,30,2
"849",1,6,2
"850",1,50,2
"851",1,29,0
"852",0,4,2
"853",0,58,0
"854",1,23,2
"855",0,37,2
"856",1,4,0
"857",1,40,2
"858",0,66,4
"859",1,49,0
"860",0,45,2
"861",0,65,2
"862",0,34,4
"863",1,86,2
"864",1,43,0
"865",0,37,0
"866",0,79,2
"867",0,45,0
"868",0,62,2
"869",1,6,2
"870",0,10,0
"871",1,9,0
"872",0,32,2
"873",0,23,0
"874",0,51,0
"875",1,32,2
"876",0,27,2
"877",1,56,2
"878",1,43,2
"879",0,20,2
"880",0,15,2
"881",0,39,2
"882",0,61,2
"883",1,9,2
"884",0,10,2
"885",0,14,2
"886",0,81,2
"887",1,56,0
"888",1,55,0
"889",1,34,2
"890",1,2,2
"891",0,14,0
"892",1,53,2
"893",0,31,0
"894",1,36,2
"895",0,15,2
"896",0,79,0
"897",0,34,2
"898",0,55,2
"899",1,33,2
"900",1,42,4
"901",1,8,0
"902",1,27,2
"903",0,41,2
"904",1,13,2
"905",0,4,0
"906",0,35,0
"907",0,74,2
"908",0,24,0
"909",0,8,2
"910",0,33,2
"911",1,6,0
"912",0,37,0
"913",1,25,2
"914",1,30,2
"915",0,7,2
"916",0,19,2
"917",0,49,2
"918",1,33,0
"919",1,30,2
"920",1,54,2
"921",0,33,2
"922",1,43,2
"923",1,40,0
"924",1,16,2
"925",0,27,2
"926",0,55,0
"927",0,41,2
"928",0,28,0
"929",0,20,2
"930",1,31,2
"931",1,48,2
"932",0,50,2
"933",0,20,0
"934",1,45,0
"935",0,13,2
"936",1,23,0
"937",0,12,2
"938",1,0,2
"939",1,69,0
"940",1,18,0
"941",0,18,2
"942",1,2,0
"943",1,24,0
"944",1,61,2
"945",0,37,2
"946",0,52,0
"947",1,20,2
"948",0,21,2
"949",1,66,0
"950",0,66,2
"951",1,37,0
"952",0,20,0
"953",1,36,0
"954",1,20,0
"955",0,42,2
"956",0,8,0
"957",1,18,2
"958",0,6,4
"959",0,74,2
"960",1,39,0
"961",1,31,2
"962",1,41,2
"963",0,22,0
"964",0,64,2
"965",0,42,0
"966",1,94,2
"967",0,53,0
"968",0,36,2
"969",0,34,2
"970",1,1,0
"971",0,45,2
"972",1,8,0
"973",1,31,0
"974",1,13,0
"975",0,34,2
"976",1,31,0
"977",0,75,2
"978",0,29,2
"979",0,29,0
"980",1,10,0
"981",0,64,2
"982",0,20,0
"983",1,8,2
"984",0,36,2
"985",0,34,0
"986",1,58,2
"987",1,49,2
"988",1,2,0
"989",1,12,0
"990",0,26,2
"991",1,76,0
"992",1,105,0
"993",1,52,0
"994",1,9,2
"995",1,73,0
"996",1,14,2
"997",0,33,0
"998",1,22,0
"999",1,44,4
"1000",0,5,2
"1001",1,21,4
"1002",1,53,2
"1003",0,62,2
"1004",0,41,2
"1005",0,20,2
"1006",1,51,2
"1007",0,43,2
"1008",1,39,0
"1009",0,70,2
"1010",1,14,2
"1011",0,47,0
"1012",1,1,2
"1013",1,43,2
"1014",1,13,2
"1015",0,23,2
"1016",0,18,2
"1017",0,42,0
"1018",0,49,2
"1019",0,12,0
"1020",0,34,0
"1021",0,17,0
"1022",1,29,2
"1023",1,63,0
"1024",0,9,2
"1025",1,51,2
"1026",1,6,2
"1027",1,39,2
"1028",1,24,2
"1029",1,8,0
"1030",0,29,2
"1031",1,47,2
"1032",0,0,0
"1033",1,13,2
"1034",1,36,2
"1035",0,36,2
"1036",1,55,2
"1037",0,14,0
"1038",1,52,2
"1039",0,58,0
"1040",1,28,2
"1041",0,32,2
"1042",1,67,2
"1043",1,33,0
"1044",1,11,0
"1045",1,28,2
"1046",1,23,2
"1047",0,14,2
"1048",1,4,2
"1049",1,31,0
"1050",0,19,0
"1051",0,15,2
"1052",0,15,2
"1053",1,21,2
"1054",0,26,2
"1055",0,14,2
"1056",0,12,2
"1057",1,40,2
"1058",1,47,0
"1059",0,47,2
"1060",0,30,2
"1061",0,33,0
"1062",1,60,0
"1063",1,14,0
"1064",1,38,0
"1065",0,37,2
"1066",1,10,2
"1067",0,42,0
"1068",1,35,2
"1069",1,42,2
"1070",1,33,0
"1071",0,3,0
"1072",1,57,0
"1073",1,68,0
"1074",1,32,0
"1075",0,49,2
"1076",1,42,0
"1077",0,59,0
"1078",1,28,2
"1079",0,49,2
"1080",0,10,2
"1081",0,15,0
"1082",0,57,0
"1083",0,15,0
"1084",1,26,2
"1085",0,60,2
"1086",0,24,2
"1087",1,76,0
"1088",1,51,0
"1089",1,37,2
"1090",0,71,2
"1091",1,11,2
"1092",1,33,2
"1093",0,0,0
"1094",1,16,0
"1095",0,24,2
"1096",1,61,0
"1097",1,60,0
"1098",0,71,2
"1099",0,46,4
"1100",1,47,0
"1101",0,17,2
"1102",1,35,2
"1103",1,35,0
"1104",1,39,2
"1105",1,32,0
"1106",1,25,0
"1107",1,14,2
"1108",0,24,2
"1109",1,56,0
"1110",0,23,2
"1111",1,24,2
"1112",0,21,0
"1113",1,8,2
"1114",0,62,2
"1115",1,33,0
"1116",1,28,2
"1117",0,41,0
"1118",1,50,0
"1119",0,26,2
"1120",1,21,0
"1121",0,27,2
"1122",0,1,2
"1123",0,48,2
"1124",0,29,2
"1125",1,37,2
"1126",0,37,2
"1127",1,18,2
"1128",0,12,0
"1129",0,17,2
"1130",0,20,2
"1131",0,25,0
"1132",1,43,0
"1133",0,42,0
"1134",1,33,2
"1135",1,11,0
"1136",1,19,2
"1137",0,12,2
"1138",1,75,2
"1139",1,47,2
"1140",1,41,0
"1141",1,12,2
"1142",0,54,2
"1143",1,63,2
"1144",1,55,2
"1145",1,10,0
"1146",1,37,2
"1147",1,37,2
"1148",0,36,0
"1149",0,53,2
"1150",0,31,2
"1151",1,11,2
"1152",0,40,0
"1153",1,26,2
"1154",1,56,2
"1155",0,38,0
"1156",0,16,2
"1157",0,15,0
"1158",0,98,2
"1159",0,52,0
"1160",1,6,0
"1161",1,21,0
"1162",1,16,2
"1163",1,39,2
"1164",0,61,0
"1165",1,30,0
"1166",0,55,2
"1167",1,6,2
"1168",0,22,2
"1169",0,20,2
"1170",1,23,4
"1171",1,65,0
"1172",1,29,2
"1173",0,10,2
"1174",1,27,0
"1175",0,27,2
"1176",1,4,2
"1177",1,36,0
"1178",1,33,2
"1179",1,15,2
"1180",1,7,2
"1181",1,58,0
"1182",0,20,2
"1183",1,25,2
"1184",0,4,0
"1185",0,50,0
"1186",1,14,2
"1187",0,44,2
"1188",0,28,2
"1189",1,56,2
"1190",0,40,0
"1191",0,42,0
"1192",1,28,0
"1193",0,2,2
"1194",1,5,2
"1195",0,30,2
"1196",1,65,0
"1197",1,68,0
"1198",0,27,0
"1199",0,6,2
"1200",0,5,2
"1201",1,72,0
"1202",1,54,0
"1203",1,4,2
"1204",0,10,0
"1205",1,35,4
"1206",1,7,0
"1207",1,28,2
"1208",0,75,2
"1209",0,39,2
"1210",0,26,0
"1211",1,34,0
"1212",0,83,2
"1213",1,74,0
"1214",0,20,2
"1215",1,24,2
"1216",1,59,0
"1217",1,54,2
"1218",0,43,2
"1219",1,21,2
"1220",0,31,0
"1221",1,24,4
"1222",0,22,0
"1223",0,0,0
"1224",1,35,2
"1225",1,52,2
"1226",0,32,2
"1227",0,11,2
"1228",0,68,2
"1229",1,7,0
"1230",0,42,2
"1231",1,18,0
"1232",0,17,2
"1233",1,50,2
"1234",1,18,2
"1235",0,37,2
"1236",0,8,2
"1237",1,34,2
"1238",1,27,2
"1239",1,54,2
"1240",0,39,4
"1241",0,8,4
"1242",0,58,0
"1243",1,12,2
"1244",1,43,2
"1245",1,54,0
"1246",0,28,2
"1247",1,40,0
"1248",1,67,2
"1249",0,52,0
"1250",0,31,2
"1251",0,48,0
"1252",1,29,2
"1253",0,15,2
"1254",1,27,2
"1255",0,13,2
"1256",0,51,2
"1257",0,1,2
"1258",0,35,2
"1259",0,27,2
"1260",0,22,2
"1261",0,41,0
"1262",0,37,2
"1263",0,23,2
"1264",1,5,2
"1265",0,30,0
"1266",1,34,2
"1267",1,93,0
"1268",0,34,0
"1269",1,57,0
"1270",0,33,0
"1271",1,69,0
"1272",0,41,0
"1273",1,61,0
"1274",1,52,0
"1275",0,12,2
"1276",1,32,2
"1277",0,1,2
"1278",0,49,0
"1279",0,30,2
"1280",1,49,0
"1281",1,42,0
"1282",0,39,2
"1283",0,70,2
"1284",0,11,2
"1285",0,36,2
"1286",1,52,2
"1287",1,3,2
"1288",1,51,0
"1289",0,7,2
"1290",0,29,2
"1291",1,66,0
"1292",0,34,2
"1293",0,33,0
"1294",1,34,2
"1295",1,2,0
"1296",1,53,4
"1297",0,19,0
"1298",0,37,0
"1299",0,30,4
"1300",1,66,2
"1301",0,56,0
"1302",0,24,0
"1303",0,44,0
"1304",0,40,2
"1305",1,25,2
"1306",1,35,4
"1307",0,2,0
"1308",0,56,2
"1309",1,65,4
"1310",0,20,2
"1311",1,22,2
"1312",0,73,2
"1313",0,27,0
"1314",1,29,0
"1315",0,26,2
"1316",1,19,2
"1317",1,41,0
"1318",1,14,2
"1319",0,15,4
"1320",0,14,0
"1321",1,15,2
"1322",0,20,2
"1323",0,25,2
"1324",0,6,0
"1325",0,11,0
"1326",0,41,0
"1327",1,9,0
"1328",1,25,2
"1329",1,26,2
"1330",1,52,2
"1331",0,32,2
"1332",1,16,0
"1333",0,35,0
"1334",0,25,2
"1335",0,34,0
"1336",1,39,4
"1337",1,20,0
"1338",0,48,2
"1339",1,25,0
"1340",0,11,2
"1341",0,3,2
"1342",1,12,2
"1343",1,58,0
"1344",0,30,0
"1345",1,35,2
"1346",1,27,2
"1347",0,40,2
"1348",1,56,2
"1349",0,3,0
"1350",1,15,2
"1351",0,68,2
"1352",0,21,2
"1353",1,63,0
"1354",1,56,0
"1355",1,27,2
"1356",1,63,2
"1357",0,39,2
"1358",1,19,2
"1359",0,1,2
"1360",1,4,2
"1361",1,23,2
"1362",1,21,0
"1363",0,38,0
"1364",1,38,2
"1365",0,34,2
"1366",1,30,2
"1367",0,63,0
"1368",0,2,0
"1369",0,90,2
"1370",0,49,2
"1371",0,74,2
"1372",0,73,2
"1373",1,64,0
"1374",1,17,0
"1375",0,42,0
"1376",1,18,2
"1377",1,29,2
"1378",0,23,0
"1379",1,6,2
"1380",1,3,2
"1381",1,29,2
"1382",1,5,0
"1383",0,19,0
"1384",0,37,2
"1385",1,0,2
"1386",1,39,0
"1387",1,27,0
"1388",1,6,0
"1389",0,13,0
"1390",1,49,2
"1391",1,37,0
"1392",0,22,0
"1393",1,17,2
"1394",1,46,2
"1395",1,26,2
"1396",0,34,2
"1397",1,66,2
"1398",1,38,0
"1399",0,28,0
"1400",1,2,0
"1401",1,29,2
"1402",1,32,0
"1403",1,10,2
"1404",1,28,2
"1405",0,24,0
"1406",0,29,0
"1407",0,53,2
"1408",1,27,2
"1409",0,42,2
"1410",0,30,2
"1411",1,74,4
"1412",0,2,2
"1413",1,47,0
"1414",1,75,2
"1415",1,19,0
"1416",0,21,0
"1417",0,63,2
"1418",1,23,2
"1419",0,46,0
"1420",0,64,0
"1421",1,19,2
"1422",0,40,2
"1423",1,50,0
"1424",1,45,2
"1425",0,79,2
"1426",0,37,2
"1427",1,54,2
"1428",1,60,2
"1429",0,20,0
"1430",1,18,0
"1431",0,35,2
"1432",0,38,2
"1433",0,69,2
"1434",0,7,2
"1435",1,31,0
"1436",1,43,2
"1437",0,29,2
"1438",0,46,0
"1439",1,53,2
"1440",0,26,2
"1441",1,43,0
"1442",0,48,2
"1443",0,32,2
"1444",1,72,2
"1445",0,3,2
"1446",1,11,0
"1447",1,34,2
"1448",0,28,2
"1449",0,42,2
"1450",1,18,2
"1451",1,7,0
"1452",1,20,2
"1453",0,13,2
"1454",0,43,0
"1455",0,50,2
"1456",1,3,2
"1457",0,48,2
"1458",1,38,2
"1459",0,46,2
"1460",0,38,2
"1461",0,13,2
"1462",0,15,0
"1463",0,13,0
"1464",0,3,0
"1465",1,33,2
"1466",1,14,0
"1467",0,57,0
"1468",0,22,2
"1469",1,21,0
"1470",0,73,2
"1471",0,42,0
"1472",1,3,2
"1473",1,30,2
"1474",0,18,2
"1475",1,0,2
"1476",0,38,2
"1477",0,45,2
"1478",1,42,0
"1479",0,51,2
"1480",0,45,2
"1481",1,67,0
"1482",0,92,0
"1483",1,29,2
"1484",1,44,2
"1485",0,19,2
"1486",0,19,2
"1487",1,32,0
"1488",1,57,2
"1489",1,37,0
"1490",0,14,2
"1491",1,33,0
"1492",1,34,2
"1493",0,18,0
"1494",0,19,4
"1495",0,18,2
"1496",0,13,0
"1497",0,14,2
