"","sex","age","occupations"
"734",0,31,0
"735",0,32,12
"736",0,50,20
"737",0,44,3
"738",1,25,17
"739",0,14,-1
"740",0,9,-1
"741",0,54,12
"742",0,14,-1
"743",0,21,0
"744",0,35,12
"745",0,12,-1
"746",0,55,14
"747",0,34,6
"748",0,69,20
"749",0,31,14
"750",1,34,12
"751",1,49,1
"752",0,37,14
"753",0,15,-1
"754",0,55,0
"755",0,35,12
"756",0,65,14
"757",1,63,0
"758",0,27,0
"759",1,66,13
"760",1,15,-1
"761",0,31,17
"762",0,19,14
"763",0,11,-1
"764",0,90,12
"765",0,34,1
"766",0,59,1
"767",0,33,18
"768",0,31,21
"769",0,73,14
"770",0,70,1
"771",0,45,14
"772",0,22,14
"773",0,16,-1
"774",1,27,4
"775",0,9,-1
"776",0,70,12
"777",1,59,21
"778",0,5,-1
"779",1,58,14
"780",1,13,-1
"781",0,27,1
"782",0,4,-1
"783",1,56,8
"784",0,53,14
"785",1,43,14
"786",1,47,2
"787",0,26,12
"788",1,0,-1
"789",0,12,-1
"790",0,37,1
"791",0,3,-1
"792",0,49,0
"793",0,73,15
"794",0,6,-1
"795",0,5,-1
"796",0,29,14
"797",0,28,12
"798",0,30,14
"799",0,30,1
"800",0,20,21
"801",0,15,-1
"802",0,33,1
"803",0,10,-1
"804",1,39,20
"805",0,62,14
"806",0,2,-1
"807",0,40,12
"808",0,50,20
"809",1,37,0
"810",0,52,20
"811",0,39,14
"812",0,5,-1
"813",0,2,-1
"814",0,29,12
"815",0,38,3
"816",0,56,21
"817",0,44,12
"818",1,34,20
"819",0,11,-1
"820",1,41,12
"821",0,0,-1
"822",1,5,-1
"823",0,54,14
"824",0,55,21
"825",0,48,12
"826",0,79,12
"827",1,66,15
"828",0,8,-1
"829",0,33,1
"830",0,55,16
"831",1,19,21
"832",0,14,-1
"833",0,11,-1
"834",0,56,12
"835",0,52,14
"836",0,17,-1
"837",0,35,14
"838",0,65,2
"839",0,3,-1
"840",1,65,21
"841",1,5,-1
"842",0,28,1
"843",0,10,-1
"844",0,26,20
"845",1,3,-1
"846",0,25,12
"847",0,32,14
"848",0,62,21
"849",0,18,-1
"850",0,49,1
"851",0,40,8
"852",1,71,1
"853",0,18,-1
"854",1,42,21
"855",1,21,18
"856",0,23,19
"857",0,69,20
"858",1,7,-1
"859",0,10,-1
"860",0,33,2
"861",0,2,-1
"862",0,19,14
"863",0,31,18
"864",0,34,14
"865",0,34,12
"866",0,7,-1
"867",1,34,2
"868",0,18,-1
"869",0,33,12
"870",0,41,19
"871",1,42,14
"872",0,11,-1
"873",0,53,1
"874",0,10,-1
"875",0,13,-1
"876",0,39,15
"877",0,0,-1
"878",1,56,21
"879",0,19,16
"880",0,4,-1
"881",0,43,20
"882",0,37,7
"883",0,30,12
"884",1,27,19
"885",0,25,0
"886",0,16,-1
"887",0,16,-1
"888",0,27,14
"889",0,42,18
"890",0,45,14
"891",0,56,2
"892",0,59,1
"893",1,28,12
"894",1,16,-1
"895",0,67,15
"896",1,31,14
"897",0,54,12
"898",0,9,-1
"899",0,58,12
"900",0,45,14
"901",1,39,14
"902",1,17,-1
"903",0,19,21
"904",0,20,14
"905",1,20,21
"906",0,16,-1
"907",1,23,15
"908",0,14,-1
"909",1,6,-1
"910",1,22,14
"911",0,29,16
"912",0,12,-1
"913",1,15,-1
"914",0,25,9
"915",0,11,-1
"916",0,54,12
"917",0,6,-1
"918",0,4,-1
"919",1,6,-1
"920",0,4,-1
"921",0,28,9
"922",0,2,-1
"923",0,54,2
"924",1,9,-1
"925",0,46,14
"926",0,35,12
"927",1,21,14
"928",1,6,-1
"929",1,13,-1
"930",1,38,17
"931",0,20,1
"932",0,27,20
"933",0,33,14
"934",0,72,12
"935",0,33,1
"936",0,21,0
"937",0,51,2
"938",0,22,2
"939",0,2,-1
"940",1,51,14
"941",0,43,1
"942",0,43,14
"943",0,67,12
"944",0,79,1
"945",0,9,-1
"946",1,19,16
"947",0,89,21
"948",0,74,2
"949",0,46,1
"950",0,55,9
"951",0,25,14
"952",0,1,-1
"953",0,42,10
"954",0,17,-1
"955",1,4,-1
"956",0,2,-1
"957",1,35,10
"958",0,10,-1
"959",0,14,-1
"960",0,2,-1
"961",0,19,16
"962",0,57,14
"963",0,36,12
"964",1,17,-1
"965",0,62,20
"966",0,48,12
"967",0,66,14
"968",0,2,-1
"969",0,27,1
"970",1,46,12
"971",1,9,-1
"972",1,42,2
"973",1,50,0
"974",0,38,0
"975",0,17,-1
"976",1,21,9
"977",1,22,1
"978",0,25,0
"979",0,14,-1
"980",1,39,12
"981",0,63,14
"982",0,20,12
"983",0,63,2
"984",0,27,21
"985",0,34,1
"986",0,5,-1
"987",0,27,5
"988",0,38,19
"989",0,7,-1
"990",0,52,2
"991",0,29,14
"992",1,38,4
"993",0,31,20
"994",0,13,-1
"995",1,9,-1
"996",0,11,-1
"997",0,54,20
"998",0,25,21
"999",0,71,18
"1000",0,34,1
"1001",0,56,14
"1002",0,34,13
"1003",0,13,-1
"1004",1,63,15
"1005",0,15,-1
"1006",0,70,21
"1007",0,20,1
"1008",1,78,21
"1009",0,47,21
"1010",0,68,0
"1011",0,16,-1
"1012",0,41,0
"1013",1,44,2
"1014",0,34,16
"1015",0,18,-1
"1016",1,27,2
"1017",0,4,-1
"1018",0,1,-1
"1019",0,37,1
"1020",0,60,12
"1021",0,26,13
"1022",1,58,16
"1023",0,2,-1
"1024",0,12,-1
"1025",0,81,18
"1026",0,66,12
"1027",0,16,-1
"1028",0,10,-1
"1029",1,44,21
"1030",0,37,11
"1031",1,43,2
"1032",0,8,-1
"1033",0,69,14
"1034",0,63,20
"1035",1,25,18
"1036",0,5,-1
"1037",1,9,-1
"1038",0,83,18
"1039",0,50,12
"1040",1,34,2
"1041",0,7,-1
"1042",0,61,12
"1043",1,30,2
"1044",0,35,14
"1045",1,22,0
"1046",0,15,-1
"1047",0,19,12
"1048",0,6,-1
"1049",0,65,1
"1050",0,6,-1
"1051",1,13,-1
"1052",0,18,-1
"1053",0,55,12
"1054",0,34,21
"1055",0,13,-1
"1056",1,15,-1
"1057",1,38,12
"1058",0,25,9
"1059",0,33,20
"1060",0,21,14
"1061",0,38,14
"1062",0,31,12
"1063",0,39,14
"1064",0,10,-1
"1065",1,12,-1
"1066",0,39,14
"1067",1,58,14
"1068",0,24,15
"1069",0,18,-1
"1070",1,42,16
"1071",1,50,9
"1072",0,54,14
"1073",0,26,21
"1074",0,9,-1
"1075",0,15,-1
"1076",0,26,2
"1077",0,26,21
"1078",0,49,0
"1079",0,47,14
"1080",0,14,-1
"1081",1,59,1
"1082",1,40,1
"1083",0,22,14
"1084",0,17,-1
"1085",1,29,14
"1086",0,54,12
"1087",1,34,1
"1088",0,24,21
"1089",1,11,-1
"1090",0,21,16
"1091",0,25,19
"1092",0,51,14
"1093",0,10,-1
"1094",0,48,21
"1095",0,63,14
"1096",0,41,2
"1097",1,32,3
"1098",0,39,2
"1099",0,28,0
"1100",1,35,11
"1101",0,19,14
"1102",0,31,1
"1103",1,44,14
"1104",1,33,12
"1105",0,66,3
"1106",0,39,14
"1107",0,24,21
"1108",1,26,21
"1109",0,17,-1
"1110",0,97,14
"1111",0,11,-1
"1112",0,45,2
"1113",0,23,9
"1114",0,25,6
"1115",0,34,12
"1116",0,55,18
"1117",0,8,-1
"1118",0,14,-1
"1119",0,12,-1
"1120",0,25,16
"1121",0,36,2
"1122",1,8,-1
"1123",0,19,15
"1124",0,1,-1
"1125",1,38,16
"1126",1,20,1
"1127",0,52,14
"1128",0,52,1
"1129",0,44,1
"1130",0,23,20
"1131",1,22,6
"1132",1,57,2
"1133",0,26,14
"1134",0,36,0
"1135",0,16,-1
"1136",0,25,1
"1137",1,4,-1
"1138",0,72,14
"1139",0,48,15
"1140",0,56,2
"1141",1,15,-1
"1142",0,27,14
"1143",0,55,12
"1144",0,31,14
"1145",1,12,-1
"1146",0,36,1
"1147",1,37,11
"1148",0,47,19
"1149",0,18,-1
"1150",0,22,2
"1151",1,63,14
"1152",0,66,14
"1153",0,63,19
"1154",0,19,18
"1155",0,20,15
"1156",0,1,-1
"1157",1,39,12
"1158",0,23,2
"1159",1,2,-1
"1160",1,51,15
"1161",1,39,1
"1162",0,10,-1
"1163",0,3,-1
"1164",0,49,20
"1165",0,31,14
"1166",0,8,-1
"1167",1,35,12
"1168",0,68,1
"1169",0,68,12
"1170",0,24,0
"1171",0,80,14
"1172",1,10,-1
"1173",0,46,18
"1174",0,28,12
"1175",0,59,0
"1176",1,19,19
"1177",0,17,-1
"1178",1,8,-1
"1179",0,20,12
"1180",1,29,20
"1181",1,10,-1
"1182",1,37,2
"1183",1,54,15
"1184",1,21,1
"1185",0,63,20
"1186",1,36,2
"1187",0,27,15
"1188",0,41,0
"1189",0,78,14
"1190",1,49,14
"1191",1,54,18
"1192",1,52,1
"1193",1,45,0
"1194",0,47,20
"1195",0,96,14
"1196",0,30,14
"1197",0,37,2
"1198",0,43,21
"1199",1,35,20
"1200",0,56,17
"1201",0,40,12
"1202",0,63,21
"1203",1,66,14
"1204",0,38,14
"1205",0,47,14
"1206",0,63,14
"1207",1,70,2
"1208",0,36,12
"1209",0,43,2
"1210",0,9,-1
"1211",0,34,18
"1212",0,72,14
"1213",0,99,16
"1214",0,30,1
"1215",0,12,-1
"1216",0,10,-1
"1217",0,21,19
"1218",0,45,12
"1219",0,60,15
"1220",0,35,20
"1221",0,11,-1
"1222",1,9,-1
"1223",0,31,1
"1224",0,22,2
"1225",0,74,0
"1226",0,32,14
"1227",1,34,21
"1228",0,23,2
"1229",1,48,2
"1230",0,24,18
"1231",0,44,12
"1232",1,36,16
"1233",0,57,14
"1234",1,27,1
"1235",0,21,5
"1236",0,44,12
"1237",0,33,12
"1238",0,66,12
"1239",0,52,14
"1240",0,71,18
"1241",0,34,0
"1242",1,3,-1
"1243",0,38,14
"1244",0,23,1
"1245",0,5,-1
"1246",1,46,12
"1247",0,56,0
"1248",0,30,12
"1249",0,38,19
"1250",0,72,8
"1251",0,0,-1
"1252",0,39,14
"1253",0,43,12
"1254",0,15,-1
"1255",1,1,-1
"1256",0,15,-1
"1257",0,4,-1
"1258",1,55,14
"1259",0,33,12
"1260",0,24,2
"1261",0,4,-1
"1262",0,46,14
"1263",0,61,12
"1264",1,31,20
"1265",0,41,13
"1266",0,19,7
"1267",1,45,21
"1268",0,32,21
"1269",0,83,3
"1270",1,2,-1
"1271",0,14,-1
"1272",0,9,-1
"1273",0,42,14
"1274",0,21,18
"1275",1,3,-1
"1276",1,47,18
"1277",1,3,-1
"1278",0,75,12
"1279",0,15,-1
"1280",0,20,21
"1281",0,48,20
"1282",0,33,16
"1283",0,48,1
"1284",0,22,12
"1285",0,12,-1
"1286",0,38,14
"1287",0,7,-1
"1288",0,18,-1
"1289",0,39,16
"1290",1,44,2
"1291",1,41,9
"1292",1,1,-1
"1293",0,47,2
"1294",0,51,12
"1295",0,14,-1
"1296",0,22,20
"1297",0,28,14
"1298",0,41,15
"1299",0,22,2
"1300",0,47,15
"1301",1,52,0
"1302",1,31,2
"1303",1,47,14
"1304",0,29,2
"1305",0,33,12
"1306",0,2,-1
"1307",0,3,-1
"1308",0,80,2
"1309",1,23,12
"1310",0,11,-1
"1311",0,25,15
"1312",1,10,-1
"1313",0,20,2
"1314",0,36,14
"1315",0,41,14
"1316",0,36,7
"1317",1,67,20
"1318",0,17,-1
"1319",0,25,21
"1320",1,43,1
"1321",1,45,21
"1322",0,35,1
"1323",1,25,14
"1324",1,33,2
"1325",0,9,-1
"1326",1,34,14
"1327",1,26,12
"1328",0,37,14
"1329",0,21,0
"1330",0,62,2
"1331",0,49,18
"1332",0,24,12
"1333",0,45,1
"1334",1,48,2
"1335",0,3,-1
"1336",1,4,-1
"1337",0,79,19
"1338",0,13,-1
"1339",0,64,12
"1340",1,50,1
"1341",0,20,12
"1342",0,35,14
"1343",1,4,-1
"1344",0,29,2
"1345",0,23,9
"1346",0,6,-1
"1347",0,59,18
"1348",0,22,20
"1349",0,41,2
"1350",0,0,-1
"1351",1,27,21
"1352",0,20,21
"1353",0,27,2
"1354",0,34,21
"1355",0,32,14
"1356",0,1,-1
"1357",0,15,-1
"1358",0,33,1
"1359",1,13,-1
"1360",1,14,-1
"1361",0,43,0
"1362",0,69,21
"1363",0,25,2
"1364",0,38,2
"1365",0,28,12
"1366",0,42,14
"1367",0,27,14
"1368",0,42,2
"1369",0,39,16
"1370",0,10,-1
"1371",1,63,14
"1372",1,41,12
"1373",0,17,-1
"1374",1,34,12
"1375",1,18,-1
"1376",0,55,14
"1377",0,1,-1
"1378",1,31,0
"1379",0,9,-1
"1380",1,75,21
"1381",0,50,12
"1382",0,30,21
"1383",0,59,20
"1384",0,31,4
"1385",0,7,-1
"1386",0,18,-1
"1387",0,34,1
"1388",0,53,16
"1389",1,28,12
"1390",0,34,16
"1391",0,15,-1
"1392",0,30,12
"1393",0,24,21
"1394",0,51,0
"1395",1,27,2
"1396",0,25,1
"1397",0,41,21
"1398",1,3,-1
"1399",0,49,14
"1400",0,30,2
"1401",0,15,-1
"1402",0,54,3
"1403",0,34,2
"1404",0,55,14
"1405",0,2,-1
"1406",0,69,21
"1407",0,32,16
"1408",0,24,2
"1409",1,9,-1
"1410",0,50,12
"1411",1,42,14
"1412",0,18,-1
"1413",0,27,8
"1414",0,7,-1
"1415",1,62,15
"1416",0,22,1
"1417",0,21,17
"1418",0,35,0
"1419",1,74,14
"1420",1,19,8
"1421",0,6,-1
"1422",1,31,14
"1423",0,10,-1
"1424",0,40,14
"1425",0,11,-1
"1426",0,18,-1
"1427",0,7,-1
"1428",0,63,1
"1429",0,37,1
"1430",0,41,21
"1431",1,18,-1
"1432",1,6,-1
"1433",0,67,14
"1434",0,45,18
"1435",1,19,16
"1436",0,5,-1
"1437",0,3,-1
"1438",0,21,21
"1439",0,72,2
"1440",1,44,0
"1441",0,15,-1
"1442",0,31,12
"1443",0,2,-1
"1444",0,17,-1
"1445",0,28,14
"1446",0,1,-1
"1447",0,40,19
"1448",0,24,0
"1449",0,49,0
"1450",0,36,2
"1451",0,28,0
"1452",1,23,5
"1453",0,2,-1
"1454",1,14,-1
